Unnamed: 0.1,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph,tokenized_into
20375,20375,dissuade,persuade,dis-suade,dis,Flan-T5-xxl,"['dis', 's', 'u', 'a', 'de']",Correct,Correct,"['per', 's', 'u', 'a', 'de']",Incorrect,Incorrect,"['dis', '-', 's', 'u', 'a', 'de']",Correct,Correct,sentencepiece,1,Correct,dis
20485,20485,disrespect,respect,dis-respect,dis,Flan-T5-xxl,['disrespect'],Not segmented,Correct,['respect'],Not segmented,Not segmented,"['dis', '-', 're', 'spect']",Correct,Correct,sentencepiece,1,Under-segmented,disrespect
20535,20535,unscramble,scramble,un-scramble,un,Flan-T5-xxl,"['uns', 'cra', 'm', 'ble']",Incorrect,Correct,"['scr', 'am', 'ble']",Incorrect,Incorrect,"['un', '-', 's', 'cra', 'm', 'ble']",Correct,Correct,sentencepiece,1,Under-segmented,uns
20555,20555,desensitize,sensitize,de-sensitize,de,Flan-T5-xxl,"['des', 'en', 's', 'it', 'ize']",Incorrect,Correct,"['sens', 'it', 'ize']",Incorrect,Incorrect,"['de', '-', 's', 'en', 's', 'it', 'ize']",Correct,Correct,sentencepiece,1,Under-segmented,des
20595,20595,destabilise,stabilize,de-stabilise,de,Flan-T5-xxl,"['de', 'stabil', 'is', 'e']",Correct,Correct,['stabilize'],Not segmented,Not segmented,"['de', '-', 'stabil', 'is', 'e']",Correct,Correct,sentencepiece,1,Correct,de
20605,20605,destabilize,stabilize,de-stabilize,de,Flan-T5-xxl,"['de', 'stabil', 'ize']",Correct,Correct,['stabilize'],Not segmented,Not segmented,"['de', '-', 'stabil', 'ize']",Correct,Correct,sentencepiece,1,Correct,de
20705,20705,distrust,trust,dis-trust,dis,Flan-T5-xxl,"['distrus', 't']",Incorrect,Correct,['trust'],Not segmented,Not segmented,"['dis', '-', 'trust']",Correct,Correct,sentencepiece,1,Under-segmented,distrus
20825,20825,unveil,veil,un-veil,un,Flan-T5-xxl,['unveil'],Not segmented,Correct,"['vei', 'l']",Incorrect,Incorrect,"['un', '-', 've', 'il']",Correct,Correct,sentencepiece,1,Under-segmented,unveil
6,6,abducent,adducent,ab-ducent,ab,LLaMa-2-13B,"['ab', 'du', 'cent']",Correct,Correct,"['ad', 'du', 'cent']",Incorrect,Incorrect,"['ab', '-', 'du', 'cent']",Correct,Correct,sentencepiece,1,Correct,ab
26,26,unabridged,abridged,un-abridged,un,LLaMa-2-13B,"['un', 'ab', 'rid', 'ged']",Correct,Correct,"['ab', 'rid', 'ged']",Incorrect,Incorrect,"['un', '-', 'ab', 'rid', 'ged']",Correct,Correct,sentencepiece,1,Correct,un
56,56,acatalectic,hypercatalectic,a-catalectic,a,LLaMa-2-13B,"['ac', 'ata', 'lect', 'ic']",Incorrect,Correct,"['hyper', 'c', 'ata', 'lect', 'ic']",Incorrect,Correct,"['a', '-', 'c', 'ata', 'lect', 'ic']",Correct,Correct,sentencepiece,1,Under-segmented,ac
166,166,abactinal,actinal,ab-actinal,ab,LLaMa-2-13B,"['ab', 'act', 'inal']",Correct,Correct,"['act', 'inal']",Incorrect,Incorrect,"['ab', '-', 'act', 'inal']",Correct,Correct,sentencepiece,1,Correct,ab
346,346,inaesthetic,aesthetic,in-aesthetic,in,LLaMa-2-13B,"['in', 'a', 'est', 'h', 'etic']",Correct,Correct,"['a', 'est', 'h', 'etic']",Incorrect,Incorrect,"['in', '-', 'a', 'est', 'h', 'etic']",Correct,Correct,sentencepiece,1,Correct,in
366,366,unaffixed,affixed,un-affixed,un,LLaMa-2-13B,"['una', 'ff', 'ixed']",Incorrect,Correct,"['aff', 'ixed']",Incorrect,Incorrect,"['un', '-', 'aff', 'ixed']",Correct,Correct,sentencepiece,1,Under-segmented,una
396,396,unagitated,agitated,un-agitated,un,LLaMa-2-13B,"['un', 'ag', 'itated']",Correct,Correct,"['ag', 'itated']",Incorrect,Incorrect,"['un', '-', 'ag', 'itated']",Correct,Correct,sentencepiece,1,Correct,un
456,456,inalienable,alienable,in-alienable,in,LLaMa-2-13B,"['in', 'al', 'ien', 'able']",Correct,Correct,"['al', 'ien', 'able']",Incorrect,Incorrect,"['in', '-', 'al', 'ien', 'able']",Correct,Correct,sentencepiece,1,Correct,in
476,476,unalike,alike,un-alike,un,LLaMa-2-13B,"['un', 'ali', 'ke']",Correct,Correct,"['al', 'ike']",Incorrect,Incorrect,"['un', '-', 'ali', 'ke']",Correct,Correct,sentencepiece,1,Correct,un
486,486,analphabetic,alphabetic,an-alphabetic,an,LLaMa-2-13B,"['anal', 'ph', 'ab', 'etic']",Incorrect,Correct,"['al', 'ph', 'ab', 'etic']",Incorrect,Incorrect,"['an', '-', 'alph', 'ab', 'etic']",Correct,Correct,sentencepiece,1,Under-segmented,anal
506,506,unaltered,altered,un-altered,un,LLaMa-2-13B,"['un', 'alter', 'ed']",Correct,Correct,"['alter', 'ed']",Incorrect,Incorrect,"['un', '-', 'alter', 'ed']",Correct,Correct,sentencepiece,1,Correct,un
516,516,unambiguous,ambiguous,un-ambiguous,un,LLaMa-2-13B,"['un', 'ambigu', 'ous']",Correct,Correct,"['ambigu', 'ous']",Incorrect,Incorrect,"['un', '-', 'ambigu', 'ous']",Correct,Correct,sentencepiece,1,Correct,un
546,546,unanalyzed,analyzed,un-analyzed,un,LLaMa-2-13B,"['un', 'anal', 'yz', 'ed']",Correct,Correct,"['analyz', 'ed']",Incorrect,Incorrect,"['un', '-', 'anal', 'yz', 'ed']",Correct,Correct,sentencepiece,1,Correct,un
566,566,inanimate,animate,in-animate,in,LLaMa-2-13B,"['in', 'animate']",Correct,Correct,['animate'],Not segmented,Not segmented,"['in', '-', 'animate']",Correct,Correct,sentencepiece,1,Correct,in
586,586,anticlinal,synclinal,anti-clinal,anti,LLaMa-2-13B,"['ant', 'ic', 'l', 'inal']",Incorrect,Incorrect,"['syn', 'cl', 'inal']",Incorrect,Incorrect,"['anti', '-', 'cl', 'inal']",Correct,Correct,sentencepiece,1,Over-segmented,ant
596,596,unapologetic,apologetic,un-apologetic,un,LLaMa-2-13B,"['un', 'ap', 'olog', 'etic']",Correct,Correct,"['apolog', 'etic']",Incorrect,Incorrect,"['un', '-', 'ap', 'olog', 'etic']",Correct,Correct,sentencepiece,1,Correct,un
746,746,subartesian,artesian,sub-artesian,sub,LLaMa-2-13B,"['sub', 'art', 'esian']",Correct,Correct,"['art', 'esian']",Incorrect,Incorrect,"['sub', '-', 'art', 'esian']",Correct,Correct,sentencepiece,1,Correct,sub
786,786,descending,ascending,de-scending,de,LLaMa-2-13B,"['desc', 'ending']",Incorrect,Correct,"['asc', 'ending']",Incorrect,Incorrect,"['de', '-', 'sc', 'ending']",Correct,Correct,sentencepiece,1,Under-segmented,desc
796,796,unashamed,ashamed,un-ashamed,un,LLaMa-2-13B,"['un', 'ash', 'amed']",Correct,Correct,"['ash', 'amed']",Incorrect,Incorrect,"['un', '-', 'ash', 'amed']",Correct,Correct,sentencepiece,1,Correct,un
846,846,nonastringent,astringent,non-astringent,non,LLaMa-2-13B,"['non', 'as', 'tring', 'ent']",Correct,Correct,"['a', 'string', 'ent']",Incorrect,Incorrect,"['non', '-', 'as', 'tring', 'ent']",Correct,Correct,sentencepiece,1,Correct,non
856,856,hypertrophied,atrophied,hyper-trophied,hyper,LLaMa-2-13B,"['hy', 'pert', 'roph', 'ied']",Incorrect,Incorrect,"['at', 'roph', 'ied']",Incorrect,Incorrect,"['hyper', '-', 't', 'roph', 'ied']",Correct,Correct,sentencepiece,1,Over-segmented,hy
866,866,detachable,attachable,de-tachable,de,LLaMa-2-13B,"['det', 'ach', 'able']",Incorrect,Correct,"['attach', 'able']",Incorrect,Incorrect,"['de', '-', 't', 'ach', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,det
876,876,detached,attached,de-tached,de,LLaMa-2-13B,"['det', 'ached']",Incorrect,Correct,['attached'],Not segmented,Not segmented,"['de', '-', 't', 'ached']",Correct,Correct,sentencepiece,1,Under-segmented,det
1006,1006,awnless,awned,awn-less,less,LLaMa-2-13B,"['a', 'wn', 'less']",Correct,Correct,"['a', 'wn', 'ed']",Incorrect,Incorrect,"['a', 'wn', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
1016,1016,backless,backed,back-less,less,LLaMa-2-13B,"['back', 'less']",Correct,Correct,"['back', 'ed']",Incorrect,Incorrect,"['back', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
1036,1036,unbalconied,balconied,un-balconied,un,LLaMa-2-13B,"['un', 'bal', 'con', 'ied']",Correct,Correct,"['bal', 'con', 'ied']",Incorrect,Incorrect,"['un', '-', 'bal', 'con', 'ied']",Correct,Correct,sentencepiece,1,Correct,un
1066,1066,unbarreled,barreled,un-barreled,un,LLaMa-2-13B,"['un', 'bar', 're', 'led']",Correct,Correct,"['bar', 're', 'led']",Incorrect,Incorrect,"['un', '-', 'bar', 're', 'led']",Correct,Correct,sentencepiece,1,Correct,un
1086,1086,nonbearing,bearing,non-bearing,non,LLaMa-2-13B,"['non', 'b', 'ear', 'ing']",Correct,Correct,['bearing'],Not segmented,Not segmented,"['non', '-', 'b', 'ear', 'ing']",Correct,Correct,sentencepiece,1,Correct,non
1136,1136,maleficent,beneficent,mal-eficent,mal,LLaMa-2-13B,"['male', 'fic', 'ent']",Incorrect,Correct,"['benef', 'ic', 'ent']",Incorrect,Incorrect,"['mal', '-', 'ef', 'ic', 'ent']",Correct,Correct,sentencepiece,1,Under-segmented,male
1166,1166,bibless,bibbed,bib-less,less,LLaMa-2-13B,"['bib', 'less']",Correct,Correct,"['bib', 'bed']",Incorrect,Incorrect,"['bib', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
1176,1176,unicameral,bicameral,un-icameral,un,LLaMa-2-13B,"['un', 'ic', 'amer', 'al']",Correct,Correct,"['b', 'ic', 'amer', 'al']",Incorrect,Incorrect,"['un', '-', 'ic', 'amer', 'al']",Correct,Correct,sentencepiece,1,Correct,un
1186,1186,unimodal,bimodal,un-imodal,un,LLaMa-2-13B,"['un', 'im', 'od', 'al']",Correct,Correct,"['b', 'im', 'od', 'al']",Incorrect,Incorrect,"['un', '-', 'im', 'od', 'al']",Correct,Correct,sentencepiece,1,Correct,un
1206,1206,unblended,blended,un-blended,un,LLaMa-2-13B,"['un', 'bl', 'ended']",Correct,Correct,"['bl', 'ended']",Incorrect,Incorrect,"['un', '-', 'bl', 'ended']",Correct,Correct,sentencepiece,1,Correct,un
1226,1226,unbodied,bodied,un-bodied,un,LLaMa-2-13B,"['un', 'b', 'od', 'ied']",Correct,Correct,"['bod', 'ied']",Incorrect,Incorrect,"['un', '-', 'b', 'od', 'ied']",Correct,Correct,sentencepiece,1,Correct,un
1236,1236,boneless,bony,bone-less,less,LLaMa-2-13B,"['bon', 'eless']",Incorrect,Correct,"['b', 'ony']",Incorrect,Incorrect,"['b', 'one', '-', 'less']",Correct,Correct,sentencepiece,1,Under-segmented,eless
1246,1246,unbordered,bordered,un-bordered,un,LLaMa-2-13B,"['un', 'border', 'ed']",Correct,Correct,"['border', 'ed']",Incorrect,Incorrect,"['un', '-', 'border', 'ed']",Correct,Correct,sentencepiece,1,Correct,un
1266,1266,bottomless,bottomed,bottom-less,less,LLaMa-2-13B,"['bottom', 'less']",Correct,Correct,"['bottom', 'ed']",Incorrect,Incorrect,"['bottom', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
1286,1286,ebracteate,bracteate,e-bracteate,e,LLaMa-2-13B,"['eb', 'ract', 'e', 'ate']",Correct,Correct,"['b', 'ract', 'e', 'ate']",Correct,Correct,"['e', '-', 'b', 'ract', 'e', 'ate']",Correct,Correct,sentencepiece,1,Correct,e
1306,1306,abranchiate,branchiate,a-branchiate,a,LLaMa-2-13B,"['ab', 'ranch', 'iate']",Incorrect,Correct,"['branch', 'iate']",Incorrect,Correct,"['a', '-', 'branch', 'iate']",Correct,Correct,sentencepiece,1,Under-segmented,ab
1336,1336,unbreakable,breakable,un-breakable,un,LLaMa-2-13B,"['un', 'break', 'able']",Correct,Correct,"['break', 'able']",Incorrect,Incorrect,"['un', '-', 'break', 'able']",Correct,Correct,sentencepiece,1,Correct,un
1356,1356,breathless,breathing,breath-less,less,LLaMa-2-13B,"['breath', 'less']",Correct,Correct,"['breath', 'ing']",Incorrect,Incorrect,"['breath', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
1436,1436,uncamphorated,camphorated,un-camphorated,un,LLaMa-2-13B,"['un', 'cam', 'ph', 'or', 'ated']",Correct,Correct,"['cam', 'ph', 'or', 'ated']",Incorrect,Incorrect,"['un', '-', 'cam', 'ph', 'or', 'ated']",Correct,Correct,sentencepiece,1,Correct,un
1476,1476,acarpelous,carpellate,a-carpelous,a,LLaMa-2-13B,"['ac', 'arp', 'el', 'ous']",Incorrect,Correct,"['car', 'p', 'ell', 'ate']",Incorrect,Correct,"['a', '-', 'car', 'pel', 'ous']",Correct,Correct,sentencepiece,1,Under-segmented,ac
1496,1496,uncarved,carved,un-carved,un,LLaMa-2-13B,"['un', 'car', 'ved']",Correct,Correct,"['car', 'ved']",Incorrect,Incorrect,"['un', '-', 'car', 'ved']",Correct,Correct,sentencepiece,1,Correct,un
1516,1516,hypercatalectic,catalectic,hyper-catalectic,hyper,LLaMa-2-13B,"['hyper', 'c', 'ata', 'lect', 'ic']",Correct,Correct,"['c', 'ata', 'lect', 'ic']",Incorrect,Incorrect,"['hyper', '-', 'c', 'ata', 'lect', 'ic']",Correct,Correct,sentencepiece,1,Correct,hyper
1526,1526,syncategorematic,categorematic,syn-categorematic,syn,LLaMa-2-13B,"['sync', 'ateg', 'orem', 'atic']",Incorrect,Correct,"['categ', 'orem', 'atic']",Incorrect,Incorrect,"['syn', '-', 'c', 'ateg', 'orem', 'atic']",Correct,Correct,sentencepiece,1,Under-segmented,sync
1536,1536,acaulescent,caulescent,a-caulescent,a,LLaMa-2-13B,"['a', 'ca', 'ules', 'cent']",Correct,Correct,"['ca', 'ules', 'cent']",Incorrect,Correct,"['a', '-', 'ca', 'ules', 'cent']",Correct,Correct,sentencepiece,1,Correct,a
1586,1586,uncensored,censored,un-censored,un,LLaMa-2-13B,"['un', 'c', 'ens', 'ored']",Correct,Correct,"['cens', 'ored']",Incorrect,Incorrect,"['un', '-', 'c', 'ens', 'ored']",Correct,Correct,sentencepiece,1,Correct,un
1596,1596,decentralized,centralized,de-centralized,de,LLaMa-2-13B,"['decent', 'ral', 'ized']",Incorrect,Correct,"['central', 'ized']",Incorrect,Incorrect,"['de', '-', 'central', 'ized']",Correct,Correct,sentencepiece,1,Under-segmented,decent
1646,1646,unchanged,changed,un-changed,un,LLaMa-2-13B,"['un', 'changed']",Correct,Correct,['changed'],Not segmented,Not segmented,"['un', '-', 'changed']",Correct,Correct,sentencepiece,1,Correct,un
1686,1686,unchartered,chartered,un-chartered,un,LLaMa-2-13B,"['un', 'char', 'tered']",Correct,Correct,"['char', 'tered']",Incorrect,Incorrect,"['un', '-', 'char', 'tered']",Correct,Correct,sentencepiece,1,Correct,un
1716,1716,achondritic,chondritic,a-chondritic,a,LLaMa-2-13B,"['ach', 'ond', 'rit', 'ic']",Incorrect,Correct,"['ch', 'ond', 'rit', 'ic']",Incorrect,Incorrect,"['a', '-', 'ch', 'ond', 'rit', 'ic']",Correct,Correct,sentencepiece,1,Under-segmented,ach
1736,1736,achromatic,chromatic,a-chromatic,a,LLaMa-2-13B,"['ach', 'rom', 'atic']",Incorrect,Correct,"['chrom', 'atic']",Incorrect,Correct,"['a', '-', 'chrom', 'atic']",Correct,Correct,sentencepiece,1,Under-segmented,ach
1746,1746,achromatinic,chromatinic,a-chromatinic,a,LLaMa-2-13B,"['ach', 'rom', 'atin', 'ic']",Incorrect,Correct,"['chrom', 'atin', 'ic']",Incorrect,Correct,"['a', '-', 'chrom', 'atin', 'ic']",Correct,Correct,sentencepiece,1,Under-segmented,ach
1756,1756,tramontane,cismontane,tra-montane,tra,LLaMa-2-13B,"['tram', 'ont', 'ane']",Incorrect,Correct,"['c', 'ism', 'ont', 'ane']",Incorrect,Incorrect,"['tra', '-', 'mont', 'ane']",Correct,Correct,sentencepiece,1,Under-segmented,tram
1866,1866,inland,coastal,in-land,in,LLaMa-2-13B,"['in', 'land']",Correct,Correct,"['coast', 'al']",Incorrect,Incorrect,"['in', '-', 'land']",Correct,Correct,sentencepiece,1,Correct,in
1896,1896,uncoiled,coiled,un-coiled,un,LLaMa-2-13B,"['un', 'co', 'iled']",Correct,Correct,"['co', 'iled']",Incorrect,Incorrect,"['un', '-', 'co', 'iled']",Correct,Correct,sentencepiece,1,Correct,un
1926,1926,distributive,collective,dis-tributive,dis,LLaMa-2-13B,"['distrib', 'utive']",Incorrect,Correct,"['collect', 'ive']",Incorrect,Incorrect,"['dis', '-', 't', 'rib', 'utive']",Correct,Correct,sentencepiece,1,Under-segmented,distrib
1986,1986,noncombinative,combinative,non-combinative,non,LLaMa-2-13B,"['non', 'com', 'bin', 'ative']",Correct,Correct,"['combin', 'ative']",Incorrect,Incorrect,"['non', '-', 'com', 'bin', 'ative']",Correct,Correct,sentencepiece,1,Correct,non
2076,2076,uncommon,common,un-common,un,LLaMa-2-13B,"['un', 'common']",Correct,Correct,['common'],Not segmented,Not segmented,"['un', '-', 'common']",Correct,Correct,sentencepiece,1,Correct,un
2096,2096,incommutable,commutable,in-commutable,in,LLaMa-2-13B,"['in', 'comm', 'utable']",Correct,Correct,"['comm', 'utable']",Incorrect,Incorrect,"['in', '-', 'comm', 'utable']",Correct,Correct,sentencepiece,1,Correct,in
2106,2106,incomparable,comparable,in-comparable,in,LLaMa-2-13B,"['in', 'com', 'par', 'able']",Correct,Correct,"['compar', 'able']",Incorrect,Incorrect,"['in', '-', 'com', 'par', 'able']",Correct,Correct,sentencepiece,1,Correct,in
2226,2226,incompressible,compressible,in-compressible,in,LLaMa-2-13B,"['in', 'com', 'press', 'ible']",Correct,Correct,"['compress', 'ible']",Incorrect,Incorrect,"['in', '-', 'com', 'press', 'ible']",Correct,Correct,sentencepiece,1,Correct,in
2246,2246,revealing,concealing,re-vealing,re,LLaMa-2-13B,"['reve', 'aling']",Incorrect,Correct,"['conce', 'aling']",Incorrect,Incorrect,"['re', '-', 've', 'aling']",Correct,Correct,sentencepiece,1,Under-segmented,reve
2256,2256,distributed,concentrated,dis-tributed,dis,LLaMa-2-13B,['distributed'],Not segmented,Correct,"['concentr', 'ated']",Incorrect,Incorrect,"['dis', '-', 't', 'ributed']",Correct,Correct,sentencepiece,1,Under-segmented,distributed
2286,2286,unconditional,conditional,un-conditional,un,LLaMa-2-13B,"['un', 'cond', 'itional']",Correct,Correct,['conditional'],Not segmented,Not segmented,"['un', '-', 'cond', 'itional']",Correct,Correct,sentencepiece,1,Correct,un
2516,2516,unconstricted,constricted,un-constricted,un,LLaMa-2-13B,"['un', 'con', 'str', 'icted']",Correct,Correct,"['con', 'str', 'icted']",Incorrect,Incorrect,"['un', '-', 'con', 'str', 'icted']",Correct,Correct,sentencepiece,1,Correct,un
2566,2566,incontestable,contestable,in-contestable,in,LLaMa-2-13B,"['in', 'cont', 'est', 'able']",Correct,Correct,"['contest', 'able']",Incorrect,Incorrect,"['in', '-', 'cont', 'est', 'able']",Correct,Correct,sentencepiece,1,Correct,in
2656,2656,divergent,convergent,di-vergent,di,LLaMa-2-13B,"['diver', 'gent']",Incorrect,Correct,"['conver', 'gent']",Incorrect,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,sentencepiece,1,Under-segmented,diver
2666,2666,inconvertible,convertible,in-convertible,in,LLaMa-2-13B,"['in', 'convert', 'ible']",Correct,Correct,"['convert', 'ible']",Incorrect,Incorrect,"['in', '-', 'convert', 'ible']",Correct,Correct,sentencepiece,1,Correct,in
2706,2706,incorporeal,corporeal,in-corporeal,in,LLaMa-2-13B,"['incor', 'p', 'ore', 'al']",Incorrect,Correct,"['cor', 'p', 'ore', 'al']",Incorrect,Incorrect,"['in', '-', 'cor', 'p', 'ore', 'al']",Correct,Correct,sentencepiece,1,Under-segmented,incor
2756,2756,counterclockwise,clockwise,counter-clockwise,counter,LLaMa-2-13B,"['counter', 'clock', 'wise']",Correct,Correct,"['clock', 'wise']",Incorrect,Incorrect,"['counter', '-', 'clock', 'wise']",Correct,Correct,sentencepiece,1,Correct,counter
2806,2806,incredible,credible,in-credible,in,LLaMa-2-13B,"['incred', 'ible']",Incorrect,Correct,"['cred', 'ible']",Incorrect,Incorrect,"['in', '-', 'cred', 'ible']",Correct,Correct,sentencepiece,1,Under-segmented,incred
2956,2956,acyclic,cyclic,a-cyclic,a,LLaMa-2-13B,"['a', 'cyc', 'lic']",Correct,Correct,"['cy', 'clic']",Incorrect,Incorrect,"['a', '-', 'cyc', 'lic']",Correct,Correct,sentencepiece,1,Correct,a
2966,2966,noncyclic,cyclic,non-cyclic,non,LLaMa-2-13B,"['non', 'cyc', 'lic']",Correct,Correct,"['cy', 'clic']",Incorrect,Incorrect,"['non', '-', 'cyc', 'lic']",Correct,Correct,sentencepiece,1,Correct,non
3066,3066,indefeasible,defeasible,in-defeasible,in,LLaMa-2-13B,"['inde', 'fe', 'as', 'ible']",Incorrect,Correct,"['defe', 'as', 'ible']",Incorrect,Incorrect,"['in', '-', 'de', 'fe', 'as', 'ible']",Correct,Correct,sentencepiece,1,Under-segmented,inde
3076,3076,undefeated,defeated,un-defeated,un,LLaMa-2-13B,"['und', 'efe', 'ated']",Incorrect,Correct,['defeated'],Not segmented,Not segmented,"['un', '-', 'de', 'fe', 'ated']",Correct,Correct,sentencepiece,1,Under-segmented,und
3086,3086,undefined,defined,un-defined,un,LLaMa-2-13B,['undefined'],Not segmented,Correct,['defined'],Not segmented,Not segmented,"['un', '-', 'defined']",Correct,Correct,sentencepiece,1,Under-segmented,undefined
3106,3106,indehiscent,dehiscent,in-dehiscent,in,LLaMa-2-13B,"['inde', 'his', 'cent']",Incorrect,Correct,"['de', 'his', 'cent']",Incorrect,Incorrect,"['in', '-', 'de', 'his', 'cent']",Correct,Correct,sentencepiece,1,Under-segmented,inde
3166,3166,undeniable,deniable,un-deniable,un,LLaMa-2-13B,"['und', 'eni', 'able']",Incorrect,Correct,"['den', 'i', 'able']",Incorrect,Incorrect,"['un', '-', 'den', 'i', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,und
3186,3186,independent,dependent,in-dependent,in,LLaMa-2-13B,['independent'],Not segmented,Correct,['dependent'],Not segmented,Not segmented,"['in', '-', 'dependent']",Correct,Correct,sentencepiece,1,Under-segmented,independent
3196,3196,underived,derived,un-derived,un,LLaMa-2-13B,"['under', 'ived']",Incorrect,Correct,['derived'],Not segmented,Not segmented,"['un', '-', 'der', 'ived']",Correct,Correct,sentencepiece,1,Under-segmented,under
3246,3246,indestructible,destructible,in-destructible,in,LLaMa-2-13B,"['ind', 'est', 'ruct', 'ible']",Incorrect,Correct,"['destruct', 'ible']",Incorrect,Incorrect,"['in', '-', 'dest', 'ruct', 'ible']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3266,3266,indeterminable,determinable,in-determinable,in,LLaMa-2-13B,"['ind', 'et', 'erm', 'in', 'able']",Correct,Correct,"['determin', 'able']",Incorrect,Correct,"['in', '-', 'det', 'erm', 'in', 'able']",Correct,Correct,sentencepiece,1,Correct,in
3276,3276,indeterminate,determinate,in-determinate,in,LLaMa-2-13B,"['ind', 'et', 'erm', 'inate']",Incorrect,Correct,"['determin', 'ate']",Incorrect,Correct,"['in', '-', 'det', 'erm', 'inate']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3306,3306,adiabatic,diabatic,a-diabatic,a,LLaMa-2-13B,"['ad', 'i', 'ab', 'atic']",Incorrect,Correct,"['di', 'ab', 'atic']",Incorrect,Correct,"['a', '-', 'di', 'ab', 'atic']",Correct,Correct,sentencepiece,1,Under-segmented,ad
3356,3356,undimmed,dimmed,un-dimmed,un,LLaMa-2-13B,"['und', 'im', 'med']",Incorrect,Correct,"['dim', 'med']",Incorrect,Incorrect,"['un', '-', 'dim', 'med']",Correct,Correct,sentencepiece,1,Under-segmented,und
3376,3376,indirect,direct,in-direct,in,LLaMa-2-13B,['indirect'],Not segmented,Correct,['direct'],Not segmented,Not segmented,"['in', '-', 'direct']",Correct,Correct,sentencepiece,1,Under-segmented,indirect
3406,3406,indiscreet,discreet,in-discreet,in,LLaMa-2-13B,"['ind', 'is', 'cre', 'et']",Incorrect,Correct,"['dis', 'cre', 'et']",Incorrect,Incorrect,"['in', '-', 'dis', 'cre', 'et']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3436,3436,indispensable,dispensable,in-dispensable,in,LLaMa-2-13B,"['ind', 'isp', 'ens', 'able']",Incorrect,Correct,"['disp', 'ens', 'able']",Incorrect,Incorrect,"['in', '-', 'dis', 'p', 'ens', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3466,3466,indistinguishable,distinguishable,in-distinguishable,in,LLaMa-2-13B,"['ind', 'ist', 'ingu', 'ish', 'able']",Incorrect,Correct,"['distinguish', 'able']",Incorrect,Correct,"['in', '-', 'dist', 'ingu', 'ish', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3486,3486,indivisible,divisible,in-divisible,in,LLaMa-2-13B,"['ind', 'iv', 'is', 'ible']",Incorrect,Correct,"['divis', 'ible']",Incorrect,Incorrect,"['in', '-', 'div', 'is', 'ible']",Correct,Correct,sentencepiece,1,Under-segmented,ind
3516,3516,downstairs,upstairs,down-stairs,down,LLaMa-2-13B,"['down', 'st', 'airs']",Correct,Correct,"['up', 'st', 'airs']",Incorrect,Incorrect,"['down', '-', 'st', 'airs']",Correct,Correct,sentencepiece,1,Correct,down
3696,3696,effortless,effortful,effort-less,less,LLaMa-2-13B,"['effort', 'less']",Correct,Correct,"['effort', 'ful']",Incorrect,Incorrect,"['effort', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
3706,3706,inelastic,elastic,in-elastic,in,LLaMa-2-13B,"['in', 'el', 'astic']",Correct,Correct,"['el', 'astic']",Incorrect,Incorrect,"['in', '-', 'el', 'astic']",Correct,Correct,sentencepiece,1,Correct,in
3946,3946,ineradicable,eradicable,in-eradicable,in,LLaMa-2-13B,"['in', 'er', 'adic', 'able']",Correct,Correct,"['er', 'adic', 'able']",Incorrect,Incorrect,"['in', '-', 'er', 'adic', 'able']",Correct,Correct,sentencepiece,1,Correct,in
4086,4086,inculpatory,exculpatory,in-culpatory,in,LLaMa-2-13B,"['in', 'cul', 'pat', 'ory']",Correct,Correct,"['ex', 'cul', 'pat', 'ory']",Incorrect,Incorrect,"['in', '-', 'cul', 'pat', 'ory']",Correct,Correct,sentencepiece,1,Correct,in
4116,4116,unexhausted,exhausted,un-exhausted,un,LLaMa-2-13B,"['un', 'ex', 'ha', 'usted']",Correct,Correct,"['exha', 'usted']",Incorrect,Incorrect,"['un', '-', 'ex', 'ha', 'usted']",Correct,Correct,sentencepiece,1,Correct,un
4126,4126,inexhaustible,exhaustible,in-exhaustible,in,LLaMa-2-13B,"['in', 'ex', 'ha', 'ust', 'ible']",Correct,Correct,"['exhaust', 'ible']",Incorrect,Incorrect,"['in', '-', 'ex', 'ha', 'ust', 'ible']",Correct,Correct,sentencepiece,1,Correct,in
4216,4216,implicit,explicit,im-plicit,im,LLaMa-2-13B,['implicit'],Not segmented,Correct,['explicit'],Not segmented,Not segmented,"['im', '-', 'p', 'licit']",Correct,Correct,sentencepiece,1,Under-segmented,implicit
