word,neg_score,pos_score,label
nonalcoholic,0.0,0.0,2
nonhuman,0.0,0.0,2
unbox,0.0,0.0,2
unexpansive,0.5,0.25,2
unlivable,0.75,0.125,0
tactlessness,0.5,0.375,2
unplanted,0.125,0.0,2
inorganic,0.0,0.0,2
unsaddle,0.0,0.0,2
anaphrodisia,0.375,0.25,2
incredulously,0.0,0.25,2
unshockable,0.625,0.125,0
unmindfulness,0.125,0.125,2
unmyelinated,0.125,0.0,2
unshaded,0.5,0.0,0
uncle,0.0,0.0,2
inadvisability,0.625,0.125,0
unacceptable,0.75,0.0,0
disesteem,0.0,0.25,2
unamended,0.125,0.0,2
inarticulate,0.0,0.0,2
nonparticulate,0.0,0.0,2
underprivileged,0.375,0.0,0
imprecision,0.5,0.375,2
nondeductible,0.625,0.0,0
unintelligent,0.0,0.0,2
nonadsorbent,0.0,0.0,2
unlock,0.0,0.0,2
abnormal,0.75,0.0,0
unlimited,0.5,0.0,0
unenlightenment,0.375,0.0,0
invariability,0.625,0.0,0
incompetence,0.25,0.0,2
depigmentation,0.625,0.0,0
unpardonably,0.0,0.0,2
uncoated,0.625,0.0,0
odorless,0.0,0.0,2
imprecisely,0.0,0.125,2
unexhausted,0.25,0.375,2
disjunctive,0.0,0.0,2
defense,0.0,0.0,2
unangry,0.125,0.0,2
unworthiness,0.25,0.5,2
unattractively,0.0,0.375,1
uncoil,0.0,0.0,2
changelessness,0.0,0.0,2
gloveless,0.0,0.0,2
insoluble,0.0,0.25,2
hypothermia,0.25,0.0,2
unleaded,0.75,0.0,0
untidiness,0.25,0.0,2
unstring,0.0,0.0,2
unsnarl,0.0,0.0,2
inequitably,0.0,0.25,2
unwellness,0.0,0.0,2
uncontested,0.625,0.0,0
detransitivize,0.0,0.0,2
decolonise,0.0,0.0,2
degrade,0.0,0.0,2
nonproliferation,0.0,0.0,2
inutility,0.25,0.375,2
insensitiveness,0.625,0.125,0
unspecialized,0.75,0.0,0
impossible,0.75,0.0,0
unbarreled,0.75,0.0,0
ineligible,0.25,0.125,2
unrhetorical,0.125,0.125,2
nonresident,0.0,0.0,2
incorruptibility,0.75,0.25,0
incurableness,0.125,0.125,2
unpatriotic,0.25,0.375,2
incoherently,0.0,0.25,2
intolerably,0.375,0.0,0
unemployment,0.625,0.0,0
landless,0.0,0.0,2
dissociate,0.0,0.0,2
unconvincing,0.0,0.0,2
desynchronization,0.0,0.0,2
impenetrable,0.75,0.0,0
uncommitted,0.75,0.0,0
unapproachability,0.75,0.125,0
unforgettable,0.5,0.125,0
disapprobation,0.5,0.5,2
unrewarding,0.0,0.0,2
immutable,0.625,0.0,0
bedless,0.0,0.0,2
denationalise,0.0,0.0,2
detached,0.0,0.0,2
decalcify,0.0,0.0,2
noncausative,0.25,0.0,2
irregular,0.5,0.0,0
impenitent,0.0,0.0,2
disorderliness,0.25,0.0,2
uncouple,0.0,0.0,2
dehumanize,0.0,0.0,2
nonexplosive,0.375,0.0,0
acyclic,0.0,0.0,2
unmelodious,0.625,0.125,0
insalubrity,0.25,0.5,2
nonmoving,0.0,0.0,2
unmade,0.0,0.0,2
gracelessly,0.0,0.0,2
unhesitatingly,0.0,0.0,2
ungracious,0.0,0.75,1
dishonestly,0.0,0.25,2
unenlivened,0.625,0.0,0
unwrapped,0.625,0.0,0
unavailability,0.625,0.25,0
desensitize,0.0,0.0,2
disliked,0.0,0.0,2
incompatible,0.25,0.25,2
impermeable,0.0,0.0,2
underpay,0.0,0.0,2
nonpregnant,0.0,0.0,2
inexpressible,0.0,0.0,2
unadaptability,0.5,0.25,2
indestructible,0.125,0.375,2
disobediently,0.0,0.125,2
nonsubmersible,0.625,0.0,0
unservile,0.0,0.0,2
inexactness,0.75,0.125,0
outflow,0.0,0.0,2
undergarment,0.0,0.0,2
irrevocable,0.75,0.0,0
dysphemistic,0.75,0.0,0
incorporeal,0.0,0.0,2
unperceptiveness,0.0,0.625,1
joylessly,0.0,0.25,2
nonastringent,0.0,0.0,2
deflationary,0.0,0.125,2
unevenly,0.0,0.0,2
unapproachable,0.375,0.0,0
unmelted,0.25,0.0,2
undomestic,0.625,0.0,0
unfrozen,0.125,0.0,2
unlikeness,0.5,0.0,0
unemployed,0.625,0.0,0
disentangle,0.0,0.0,2
unpointedness,0.0,0.0,2
unsusceptibility,0.25,0.125,2
unrecognizably,0.0,0.375,1
unappealable,0.5,0.0,0
germfree,0.0,0.0,2
dishonest,0.0,0.0,2
unvoiced,0.0,0.0,2
unlighted,0.75,0.0,0
uncivilly,0.0,0.25,2
increment,0.0,0.0,2
unmindful,0.75,0.125,0
inadequately,0.375,0.0,0
inconspicuous,0.5,0.125,0
unlawful,0.75,0.0,0
legless,0.0,0.0,2
unmemorably,0.0,0.25,2
illiberality,0.5,0.125,0
disproportion,0.0,0.25,2
unchivalrously,0.0,0.25,2
unbelievably,0.5,0.0,0
uninformed,0.125,0.25,2
unflattering,0.0,0.0,2
hypoglycemia,0.625,0.0,0
inactivation,0.0,0.0,2
noncrystalline,0.0,0.0,2
uncamphorated,0.25,0.0,2
unjustifiably,0.0,0.0,2
disloyally,0.375,0.0,0
incompressibility,0.125,0.0,2
memberless,0.0,0.0,2
inadvisable,0.625,0.125,0
nonuniformity,0.25,0.5,2
gutlessness,0.5,0.0,0
uncommunicative,0.625,0.125,0
hornless,0.0,0.0,2
starless,0.0,0.0,2
uncongenial,0.667,0.333,0
malignity,0.875,0.0,0
inequity,0.625,0.25,0
unsinkable,0.625,0.0,0
immodestly,0.0,0.25,2
desensitizing,0.0,0.0,2
decriminalize,0.0,0.0,2
unscrupulousness,0.5,0.5,2
infertility,0.375,0.0,0
unprintable,0.25,0.75,1
unusual,0.625,0.125,0
offshore,0.0,0.0,2
unabused,0.25,0.375,2
inefficacious,0.0,0.25,2
dissimilar,0.0,0.0,2
incomparably,0.0,0.0,2
anhydrous,0.0,0.0,2
unpredictability,0.5,0.25,2
hopeless,0.0,0.0,2
unanalyzed,0.625,0.125,0
unseemliness,0.25,0.25,2
destructive,0.0,0.0,2
unskilled,0.625,0.0,0
declassification,0.0,0.0,2
unstratified_language,0.0,0.0,2
uncharged,0.0,0.0,2
ungrudgingly,0.0,0.375,1
ahistorical,0.375,0.0,0
bloodless,0.0,0.0,2
malevolence,0.875,0.0,0
unethically,0.375,0.0,0
toeless,0.0,0.0,2
unfriendliness,0.625,0.0,0
unusualness,0.125,0.5,1
unlamented,0.875,0.0,0
unseasonableness,0.25,0.0,2
unadventurous,0.375,0.25,2
agnostic,0.0,0.0,2
inconspicuously,0.0,0.0,2
unforgivingly,0.0,0.0,2
inglorious,0.5,0.125,0
unsaturated,0.0,0.25,2
unbranded,0.75,0.0,0
unsealed,0.625,0.0,0
unsuccessfully,0.125,0.0,2
immaturity,0.625,0.0,0
uninterested,0.625,0.0,0
decriminalization,0.0,0.0,2
indecision,0.0,0.0,2
offstage,0.0,0.0,2
unmanfully,0.5,0.0,0
unevenness,0.625,0.125,0
inhumaneness,0.5,0.5,2
inactivity,0.125,0.0,2
unguided,0.625,0.0,0
imperceptible,0.625,0.25,0
indecent,0.0,0.0,2
inexcusable,0.625,0.0,0
aperiodic,0.0,0.0,2
impossibility,0.25,0.0,2
indiscernible,0.75,0.25,0
footless,0.0,0.0,2
uselessness,0.25,0.375,2
underdress,0.0,0.0,2
unblock,0.0,0.0,2
incautiously,0.375,0.0,0
impermissibility,0.625,0.125,0
disenfranchisement,0.0,0.0,2
unbelievingly,0.0,0.25,2
uncooperative,0.625,0.0,0
unpersuasiveness,0.5,0.125,0
uncheerfulness,0.75,0.125,0
unfeelingly,0.0,0.125,2
nonrandom,0.0,0.0,2
nontechnical,0.75,0.125,0
counterfactuality,0.625,0.25,0
inconvertibility,0.625,0.25,0
depreciate,0.0,0.0,2
unreproducible,0.5,0.0,0
irreconcilable,0.5,0.0,0
unappetizingness,0.0,0.0,2
unsigned,0.25,0.125,2
ungusseted,0.5,0.0,0
immediate,0.0,0.0,2
unargumentative,0.75,0.0,0
unprofitability,0.625,0.125,0
incontinent,0.0,0.0,2
inevitable,0.625,0.0,0
inconclusive,0.5,0.0,0
unmitigated,0.625,0.0,0
unlikeliness,0.0,0.125,2
unfastened,0.5,0.0,0
uninterestingness,0.5,0.125,0
unpermissive,0.75,0.125,0
insufficient,0.0,0.0,2
immiscible,0.25,0.0,2
untucked,0.5,0.0,0
noneffervescent,0.0,0.0,2
deoxidise,0.0,0.0,2
rustless,0.0,0.0,2
nonconformist,0.625,0.0,0
nonsmoker,0.0,0.0,2
insecure,0.0,0.0,2
inaction,0.125,0.0,2
unconscious,0.375,0.0,0
unbecomingness,0.25,0.5,2
