Unnamed: 0,word,negative_affix,tokenizer,bytes,correct,tokenizer_type,Negated
10702,untanned,un,cl100k_base,"['unt', 'anned']",Incorrect,byte_level_bpe,True
10712,untapped,un,cl100k_base,"['unt', 'apped']",Incorrect,byte_level_bpe,False
10722,tasteless,less,cl100k_base,"['t', 'aste', 'less']",Correct,byte_level_bpe,True
10732,nontaxable,non,cl100k_base,"['n', 'ont', 'ax', 'able']",Incorrect,byte_level_bpe,True
10742,tearless,less,cl100k_base,"['te', 'ar', 'less']",Correct,byte_level_bpe,True
10752,nontechnical,non,cl100k_base,"['n', 'onte', 'chn', 'ical']",Incorrect,byte_level_bpe,True
10762,intemperate,in,cl100k_base,"['int', 'em', 'perate']",Incorrect,byte_level_bpe,True
10772,untempered,un,cl100k_base,"['un', 'tem', 'pered']",Correct,byte_level_bpe,True
10782,nonterritorial,non,cl100k_base,"['non', 'territ', 'orial']",Correct,byte_level_bpe,True
10792,intestate,in,cl100k_base,"['int', 'estate']",Incorrect,byte_level_bpe,False
10802,untheatrical,un,cl100k_base,"['un', 'the', 'at', 'rical']",Correct,byte_level_bpe,True
10812,nonthermal,non,cl100k_base,"['non', 'thermal']",Correct,byte_level_bpe,True
10822,unthinkable,un,cl100k_base,"['un', 'thinkable']",Correct,byte_level_bpe,True
10832,thoughtless,less,cl100k_base,"['thought', 'less']",Correct,byte_level_bpe,True
10842,untidy,un,cl100k_base,"['unt', 'idy']",Incorrect,byte_level_bpe,True
10852,untied,un,cl100k_base,"['unt', 'ied']",Incorrect,byte_level_bpe,False
10862,untimbered,un,cl100k_base,"['unt', 'im', 'ber', 'ed']",Incorrect,byte_level_bpe,True
10872,untipped,un,cl100k_base,"['unt', 'ipped']",Incorrect,byte_level_bpe,True
10882,toeless,less,cl100k_base,"['to', 'e', 'less']",Correct,byte_level_bpe,True
10892,intolerable,in,cl100k_base,"['int', 'oler', 'able']",Incorrect,byte_level_bpe,True
10902,intolerant,in,cl100k_base,"['int', 'oler', 'ant']",Incorrect,byte_level_bpe,True
10912,atonal,a,cl100k_base,"['aton', 'al']",Incorrect,byte_level_bpe,True
10922,toneless,less,cl100k_base,"['tone', 'less']",Correct,byte_level_bpe,True
10932,tongueless,less,cl100k_base,"['t', 'ong', 'ue', 'less']",Correct,byte_level_bpe,False
10942,atonic,a,cl100k_base,"['at', 'onic']",Incorrect,byte_level_bpe,True
10952,toothless,less,cl100k_base,"['to', 'oth', 'less']",Correct,byte_level_bpe,False
10962,topless,less,cl100k_base,"['top', 'less']",Correct,byte_level_bpe,False
10972,untouched,un,cl100k_base,"['unt', 'ouched']",Incorrect,byte_level_bpe,True
10982,nontoxic,non,cl100k_base,"['n', 'ont', 'oxic']",Incorrect,byte_level_bpe,True
10992,untraceable,un,cl100k_base,"['un', 'trace', 'able']",Correct,byte_level_bpe,True
11002,trackless,less,cl100k_base,"['track', 'less']",Correct,byte_level_bpe,True
11012,intractable,in,cl100k_base,"['in', 'tract', 'able']",Correct,byte_level_bpe,True
11022,nontraditional,non,cl100k_base,"['non', 'traditional']",Correct,byte_level_bpe,True
11032,untrained,un,cl100k_base,"['un', 'trained']",Correct,byte_level_bpe,True
11042,intransitive,in,cl100k_base,"['in', 'trans', 'itive']",Correct,byte_level_bpe,True
11052,untranslatable,un,cl100k_base,"['un', 'trans', 'latable']",Correct,byte_level_bpe,True
11062,untraveled,un,cl100k_base,"['un', 'tr', 'aveled']",Correct,byte_level_bpe,True
11072,untreated,un,cl100k_base,"['unt', 'reated']",Incorrect,byte_level_bpe,True
11082,untrimmed,un,cl100k_base,"['un', 'trimmed']",Correct,byte_level_bpe,True
11092,untroubled,un,cl100k_base,"['un', 'tr', 'oub', 'led']",Correct,byte_level_bpe,True
11102,distrustful,dis,cl100k_base,"['d', 'istr', 'ust', 'ful']",Incorrect,byte_level_bpe,True
11112,untrustworthy,un,cl100k_base,"['un', 'trust', 'worthy']",Correct,byte_level_bpe,True
11122,untruthful,un,cl100k_base,"['un', 'truth', 'ful']",Correct,byte_level_bpe,True
11132,tubeless,less,cl100k_base,"['tube', 'less']",Correct,byte_level_bpe,True
11142,untucked,un,cl100k_base,"['unt', 'ucked']",Incorrect,byte_level_bpe,True
11152,tuneless,less,cl100k_base,"['t', 'une', 'less']",Correct,byte_level_bpe,True
11162,unturned,un,cl100k_base,"['un', 'turned']",Correct,byte_level_bpe,False
11172,atypical,a,cl100k_base,"['at', 'ypical']",Incorrect,byte_level_bpe,True
11182,uncompromising,un,cl100k_base,"['un', 'comp', 'rom', 'ising']",Correct,byte_level_bpe,True
11192,underhand,under,cl100k_base,"['under', 'hand']",Correct,byte_level_bpe,False
11202,ununderstood,un,cl100k_base,"['un', 'under', 'stood']",Correct,byte_level_bpe,True
11212,unguiculate,un,cl100k_base,"['ung', 'u', 'ic', 'ulate']",Incorrect,byte_level_bpe,False
11222,nonunion,non,cl100k_base,"['non', 'union']",Correct,byte_level_bpe,True
11232,misused,mis,cl100k_base,"['mis', 'used']",Correct,byte_level_bpe,True
11242,useless,less,cl100k_base,"['use', 'less']",Correct,byte_level_bpe,True
11252,unusual,un,cl100k_base,"['un', 'usual']",Correct,byte_level_bpe,False
11262,dystopian,dys,cl100k_base,"['d', 'yst', 'opian']",Incorrect,byte_level_bpe,True
11272,invalid,in,cl100k_base,['invalid'],Not segmented,byte_level_bpe,True
11282,invariable,in,cl100k_base,"['in', 'variable']",Correct,byte_level_bpe,False
11292,unvaried,un,cl100k_base,"['un', 'var', 'ied']",Correct,byte_level_bpe,True
11302,avascular,a,cl100k_base,"['av', 'ascular']",Incorrect,byte_level_bpe,True
11312,unveiled,un,cl100k_base,"['un', 've', 'iled']",Correct,byte_level_bpe,False
11322,unventilated,un,cl100k_base,"['un', 'vent', 'ilated']",Correct,byte_level_bpe,True
11332,invertebrate,in,cl100k_base,"['in', 'verte', 'brate']",Correct,byte_level_bpe,True
11342,inviolable,in,cl100k_base,"['in', 'viol', 'able']",Correct,byte_level_bpe,True
11352,nonviolent,non,cl100k_base,"['non', 'violent']",Correct,byte_level_bpe,True
11362,avirulent,a,cl100k_base,"['av', 'ir', 'ulent']",Incorrect,byte_level_bpe,True
11372,invisible,in,cl100k_base,['invisible'],Not segmented,byte_level_bpe,True
11382,unvoiced,un,cl100k_base,"['un', 'vo', 'iced']",Correct,byte_level_bpe,True
11392,nonvolatile,non,cl100k_base,"['non', 'volatile']",Correct,byte_level_bpe,True
11402,involuntary,in,cl100k_base,"['in', 'vol', 'untary']",Correct,byte_level_bpe,True
11412,invulnerable,in,cl100k_base,"['inv', 'ulnerable']",Incorrect,byte_level_bpe,True
11422,unwanted,un,cl100k_base,"['un', 'wanted']",Correct,byte_level_bpe,True
11432,unwary,un,cl100k_base,"['un', 'w', 'ary']",Correct,byte_level_bpe,True
11442,nonwashable,non,cl100k_base,"['non', 'wash', 'able']",Correct,byte_level_bpe,True
11452,unwaxed,un,cl100k_base,"['un', 'w', 'axed']",Correct,byte_level_bpe,True
11462,unweaned,un,cl100k_base,"['un', 'we', 'aned']",Correct,byte_level_bpe,True
11472,unwearable,un,cl100k_base,"['un', 'wear', 'able']",Correct,byte_level_bpe,True
11482,unwebbed,un,cl100k_base,"['un', 'web', 'bed']",Correct,byte_level_bpe,True
11492,weedless,less,cl100k_base,"['weed', 'less']",Correct,byte_level_bpe,True
11502,weightless,less,cl100k_base,"['weight', 'less']",Correct,byte_level_bpe,False
11512,unwelcome,un,cl100k_base,"['un', 'welcome']",Correct,byte_level_bpe,True
11522,ill-advised,ill,cl100k_base,"['ill', '-ad', 'vised']",Correct,byte_level_bpe,True
11532,ill-defined,ill,cl100k_base,"['ill', '-defined']",Correct,byte_level_bpe,True
11542,wheelless,less,cl100k_base,"['wheel', 'less']",Correct,byte_level_bpe,True
11552,unwholesome,un,cl100k_base,"['un', 'wh', 'oles', 'ome']",Correct,byte_level_bpe,True
11562,unwieldy,un,cl100k_base,"['un', 'w', 'ield', 'y']",Correct,byte_level_bpe,True
11572,wigless,less,cl100k_base,"['wig', 'less']",Correct,byte_level_bpe,False
11582,unwilling,un,cl100k_base,"['un', 'w', 'illing']",Correct,byte_level_bpe,True
11592,wired,un,cl100k_base,"['w', 'ired']",Incorrect,byte_level_bpe,False
11602,unwitting,un,cl100k_base,"['un', 'w', 'itting']",Correct,byte_level_bpe,True
11612,unwomanly,un,cl100k_base,"['un', 'woman', 'ly']",Correct,byte_level_bpe,True
11622,unwooded,un,cl100k_base,"['un', 'wood', 'ed']",Correct,byte_level_bpe,True
11632,nonwoody,non,cl100k_base,"['non', 'wo', 'ody']",Correct,byte_level_bpe,True
11642,unworldly,un,cl100k_base,"['un', 'world', 'ly']",Correct,byte_level_bpe,True
11652,unworthy,un,cl100k_base,"['un', 'worthy']",Correct,byte_level_bpe,True
11662,unwoven,un,cl100k_base,"['un', 'w', 'oven']",Correct,byte_level_bpe,True
11672,unwrapped,un,cl100k_base,"['un', 'wrapped']",Correct,byte_level_bpe,True
11682,unwrinkled,un,cl100k_base,"['un', 'wr', 'ink', 'led']",Correct,byte_level_bpe,True
11692,unwritten,un,cl100k_base,"['un', 'written']",Correct,byte_level_bpe,True
11702,azonal,a,cl100k_base,"['azon', 'al']",Incorrect,byte_level_bpe,True
11712,Nonconformist,non,cl100k_base,"['Non', 'con', 'form', 'ist']",Incorrect,byte_level_bpe,True
11722,inability,in,cl100k_base,"['in', 'ability']",Correct,byte_level_bpe,True
11732,nonabsorbency,non,cl100k_base,"['non', 'abs', 'orb', 'ency']",Correct,byte_level_bpe,True
11742,deceleration,de,cl100k_base,"['de', 'cel', 'eration']",Correct,byte_level_bpe,True
11752,unacceptability,un,cl100k_base,"['un', 'accept', 'ability']",Correct,byte_level_bpe,True
11762,inaccessibility,in,cl100k_base,"['in', 'access', 'ibility']",Correct,byte_level_bpe,True
11772,inaccuracy,in,cl100k_base,"['in', 'accuracy']",Correct,byte_level_bpe,True
11782,inaction,in,cl100k_base,"['in', 'action']",Correct,byte_level_bpe,True
11792,inactivation,in,cl100k_base,"['in', 'activation']",Correct,byte_level_bpe,True
11802,inhibitor,in,cl100k_base,"['in', 'hib', 'itor']",Correct,byte_level_bpe,True
11812,inactiveness,in,cl100k_base,"['in', 'act', 'iveness']",Correct,byte_level_bpe,True
11822,inactivity,in,cl100k_base,"['in', 'activity']",Correct,byte_level_bpe,True
11832,unadaptability,un,cl100k_base,"['un', 'adapt', 'ability']",Correct,byte_level_bpe,True
11842,inadequacy,in,cl100k_base,"['in', 'ade', 'qu', 'acy']",Correct,byte_level_bpe,True
11852,inadmissibility,in,cl100k_base,"['in', 'ad', 'miss', 'ibility']",Correct,byte_level_bpe,True
11862,inadvisability,in,cl100k_base,"['in', 'ad', 'vis', 'ability']",Correct,byte_level_bpe,True
11872,disagreeableness,dis,cl100k_base,"['dis', 'agree', 'ab', 'leness']",Correct,byte_level_bpe,True
11882,disagreement,dis,cl100k_base,"['dis', 'ag', 'reement']",Correct,byte_level_bpe,True
11892,nonalignment,non,cl100k_base,"['non', 'alignment']",Correct,byte_level_bpe,False
11902,unalterability,un,cl100k_base,"['unal', 'ter', 'ability']",Incorrect,byte_level_bpe,True
11912,inanimateness,in,cl100k_base,"['in', 'anim', 'aten', 'ess']",Correct,byte_level_bpe,True
11922,anovulation,an,cl100k_base,"['an', 'ov', 'ulation']",Correct,byte_level_bpe,False
11932,anaphrodisia,an,cl100k_base,"['an', 'aph', 'ro', 'dis', 'ia']",Correct,byte_level_bpe,True
11942,disappearance,dis,cl100k_base,"['dis', 'appearance']",Correct,byte_level_bpe,False
11952,unappetizingness,un,cl100k_base,"['un', 'app', 'et', 'izing', 'ness']",Correct,byte_level_bpe,True
11962,inapplicability,in,cl100k_base,"['in', 'app', 'lic', 'ability']",Correct,byte_level_bpe,True
11972,inappositeness,in,cl100k_base,"['in', 'app', 'os', 'iten', 'ess']",Correct,byte_level_bpe,True
11982,depreciation,de,cl100k_base,"['de', 'preci', 'ation']",Correct,byte_level_bpe,False
11992,unapproachability,un,cl100k_base,"['un', 'appro', 'ach', 'ability']",Correct,byte_level_bpe,True
12002,disapprobation,dis,cl100k_base,"['dis', 'appro', 'b', 'ation']",Correct,byte_level_bpe,True
12012,inappropriateness,in,cl100k_base,"['in', 'appropri', 'aten', 'ess']",Correct,byte_level_bpe,True
12022,inaptitude,in,cl100k_base,"['in', 'apt', 'itude']",Correct,byte_level_bpe,True
12032,inaptness,in,cl100k_base,"['in', 'ap', 'tn', 'ess']",Correct,byte_level_bpe,True
12042,disarmament,dis,cl100k_base,"['dis', 'arm', 'ament']",Correct,byte_level_bpe,True
12052,disarming,dis,cl100k_base,"['dis', 'arming']",Correct,byte_level_bpe,False
12062,artlessness,less,cl100k_base,"['art', 'lessness']",Incorrect,byte_level_bpe,True
12072,disassembly,dis,cl100k_base,"['dis', 'assembly']",Correct,byte_level_bpe,True
12082,disassociation,dis,cl100k_base,"['dis', 'association']",Correct,byte_level_bpe,True
12092,disassortative_mating,dis,cl100k_base,"['dis', 'ass', 'ort', 'ative', '_m', 'ating']",Correct,byte_level_bpe,True
12102,nonattendance,non,cl100k_base,"['non', 'attendance']",Correct,byte_level_bpe,True
12112,inattention,in,cl100k_base,"['in', 'attention']",Correct,byte_level_bpe,True
12122,inattentiveness,in,cl100k_base,"['in', 'att', 'ent', 'iveness']",Correct,byte_level_bpe,True
12132,unattractiveness,un,cl100k_base,"['un', 'at', 'tract', 'iveness']",Correct,byte_level_bpe,True
12142,inaudibility,in,cl100k_base,"['ina', 'ud', 'ibility']",Incorrect,byte_level_bpe,True
12152,uncle,un,cl100k_base,"['unc', 'le']",Incorrect,byte_level_bpe,False
12162,inauspiciousness,in,cl100k_base,"['ina', 'usp', 'icious', 'ness']",Incorrect,byte_level_bpe,True
12172,unavailability,un,cl100k_base,"['un', 'availability']",Correct,byte_level_bpe,True
12182,imbalance,im,cl100k_base,"['imb', 'alance']",Incorrect,byte_level_bpe,True
12192,unbecomingness,un,cl100k_base,"['un', 'bec', 'oming', 'ness']",Correct,byte_level_bpe,True
12202,nonbeing,non,cl100k_base,"['non', 'being']",Correct,byte_level_bpe,True
12212,unbelief,un,cl100k_base,"['un', 'belief']",Correct,byte_level_bpe,True
12222,maleficence,mal,cl100k_base,"['male', 'fic', 'ence']",Incorrect,byte_level_bpe,False
12232,malevolence,mal,cl100k_base,"['male', 'vol', 'ence']",Incorrect,byte_level_bpe,False
12242,malignancy,mal,cl100k_base,"['m', 'align', 'ancy']",Incorrect,byte_level_bpe,False
12252,malignity,mal,cl100k_base,"['m', 'align', 'ity']",Incorrect,byte_level_bpe,False
12262,nonbiodegradable_pollution,non,cl100k_base,"['non', 'bi', 'ode', 'gradable', '_poll', 'ution']",Correct,byte_level_bpe,True
12272,unbreakableness,un,cl100k_base,"['un', 'break', 'ab', 'leness']",Correct,byte_level_bpe,False
12282,incapability,in,cl100k_base,"['inc', 'ap', 'ability']",Incorrect,byte_level_bpe,True
12292,incapableness,in,cl100k_base,"['inc', 'ap', 'ab', 'leness']",Incorrect,byte_level_bpe,True
12302,incapacity,in,cl100k_base,"['inc', 'ap', 'acity']",Incorrect,byte_level_bpe,True
12312,carelessness,less,cl100k_base,"['care', 'lessness']",Incorrect,byte_level_bpe,False
12322,anticatalyst,anti,cl100k_base,"['antic', 'atal', 'yst']",Incorrect,byte_level_bpe,True
12332,syncategorem,syn,cl100k_base,"['sync', 'ateg', 'orem']",Incorrect,byte_level_bpe,False
12342,syncategoreme,syn,cl100k_base,"['sync', 'ateg', 'ore', 'me']",Incorrect,byte_level_bpe,False
12352,incaution,in,cl100k_base,"['in', 'ca', 'ution']",Correct,byte_level_bpe,True
12362,decentralization,de,cl100k_base,"['de', 'central', 'ization']",Correct,byte_level_bpe,False
12372,unceremoniousness,un,cl100k_base,"['unc', 'er', 'emon', 'ious', 'ness']",Incorrect,byte_level_bpe,True
12382,uncertainty,un,cl100k_base,"['unc', 'ertainty']",Incorrect,byte_level_bpe,False
12392,changelessness,less,cl100k_base,"['change', 'lessness']",Incorrect,byte_level_bpe,True
12402,cheerlessness,less,cl100k_base,"['che', 'er', 'lessness']",Incorrect,byte_level_bpe,True
12412,uncheerfulness,un,cl100k_base,"['un', 'che', 'er', 'fulness']",Correct,byte_level_bpe,True
12422,achromatic_color,a,cl100k_base,"['ach', 'romatic', '_color']",Incorrect,byte_level_bpe,True
12432,noncitizen,non,cl100k_base,"['non', 'cit', 'izen']",Correct,byte_level_bpe,True
12442,incivility,in,cl100k_base,"['inc', 'iv', 'ility']",Incorrect,byte_level_bpe,True
12452,declassification,de,cl100k_base,"['de', 'classification']",Correct,byte_level_bpe,False
12462,uncleanliness,un,cl100k_base,"['unc', 'lean', 'liness']",Incorrect,byte_level_bpe,True
12472,unclearness,un,cl100k_base,"['unc', 'lear', 'ness']",Incorrect,byte_level_bpe,False
12482,incognizance,in,cl100k_base,"['inc', 'ogn', 'iz', 'ance']",Incorrect,byte_level_bpe,True
12492,colorlessness,less,cl100k_base,"['color', 'lessness']",Incorrect,byte_level_bpe,True
12502,discomfort,dis,cl100k_base,"['dis', 'comfort']",Correct,byte_level_bpe,True
12512,uncommonness,un,cl100k_base,"['un', 'common', 'ness']",Correct,byte_level_bpe,False
12522,uncommunicativeness,un,cl100k_base,"['un', 'communic', 'at', 'iveness']",Correct,byte_level_bpe,True
12532,incompatibility,in,cl100k_base,"['in', 'compat', 'ibility']",Correct,byte_level_bpe,True
12542,incompetence,in,cl100k_base,"['in', 'compet', 'ence']",Correct,byte_level_bpe,True
12552,incompleteness,in,cl100k_base,"['in', 'com', 'ple', 'teness']",Correct,byte_level_bpe,True
12562,discomposure,dis,cl100k_base,"['dis', 'com', 'posure']",Correct,byte_level_bpe,True
12572,incomprehensibility,in,cl100k_base,"['in', 'com', 'preh', 'ens', 'ibility']",Correct,byte_level_bpe,True
12582,incomprehension,in,cl100k_base,"['in', 'com', 'preh', 'ension']",Correct,byte_level_bpe,True
12592,incompressibility,in,cl100k_base,"['in', 'compress', 'ibility']",Correct,byte_level_bpe,True
12602,decompression,de,cl100k_base,"['de', 'compression']",Correct,byte_level_bpe,False
12612,misconception,mis,cl100k_base,"['mis', 'con', 'ception']",Correct,byte_level_bpe,True
12622,unconcern,un,cl100k_base,"['un', 'con', 'cern']",Correct,byte_level_bpe,True
12632,inconclusiveness,in,cl100k_base,"['in', 'con', 'clus', 'iveness']",Correct,byte_level_bpe,False
12642,insulator,in,cl100k_base,"['ins', 'ulator']",Incorrect,byte_level_bpe,False
12652,nonconformism,non,cl100k_base,"['non', 'con', 'form', 'ism']",Correct,byte_level_bpe,True
12662,nonconformist,non,cl100k_base,"['non', 'con', 'form', 'ist']",Correct,byte_level_bpe,True
12672,nonconformity,non,cl100k_base,"['non', 'con', 'form', 'ity']",Correct,byte_level_bpe,True
12682,uncongeniality,un,cl100k_base,"['un', 'con', 'gen', 'ial', 'ity']",Correct,byte_level_bpe,True
12692,incongruity,in,cl100k_base,"['in', 'con', 'gr', 'uity']",Correct,byte_level_bpe,True
12702,incongruousness,in,cl100k_base,"['in', 'con', 'gr', 'uous', 'ness']",Correct,byte_level_bpe,False
12712,unconnectedness,un,cl100k_base,"['un', 'connected', 'ness']",Correct,byte_level_bpe,True
12722,unconscientiousness,un,cl100k_base,"['un', 'con', 'scient', 'ious', 'ness']",Correct,byte_level_bpe,True
12732,unconsciousness,un,cl100k_base,"['un', 'conscious', 'ness']",Correct,byte_level_bpe,True
12742,inconsequence,in,cl100k_base,"['in', 'con', 'sequence']",Correct,byte_level_bpe,True
12752,inconsideration,in,cl100k_base,"['in', 'consider', 'ation']",Correct,byte_level_bpe,True
12762,inconsistency,in,cl100k_base,"['in', 'cons', 'istency']",Correct,byte_level_bpe,True
12772,inconspicuousness,in,cl100k_base,"['in', 'con', 'sp', 'ic', 'uous', 'ness']",Correct,byte_level_bpe,True
12782,misconstruction,mis,cl100k_base,"['mis', 'construction']",Correct,byte_level_bpe,False
12792,destructiveness,de,cl100k_base,"['destruct', 'iveness']",Incorrect,byte_level_bpe,False
12802,decontamination,de,cl100k_base,"['de', 'cont', 'amination']",Correct,byte_level_bpe,False
12812,discontentment,dis,cl100k_base,"['dis', 'content', 'ment']",Correct,byte_level_bpe,True
12822,discontinuance,dis,cl100k_base,"['dis', 'contin', 'u', 'ance']",Correct,byte_level_bpe,True
12832,discontinuation,dis,cl100k_base,"['dis', 'contin', 'uation']",Correct,byte_level_bpe,True
12842,inconvenience,in,cl100k_base,"['in', 'con', 'venience']",Correct,byte_level_bpe,True
12852,convergence,dis,cl100k_base,"['con', 'vergence']",Incorrect,byte_level_bpe,False
12862,divergency,di,cl100k_base,"['div', 'ergency']",Incorrect,byte_level_bpe,False
12872,divergent_thinking,di,cl100k_base,"['div', 'erg', 'ent', '_th', 'inking']",Incorrect,byte_level_bpe,False
12882,inconvertibility,in,cl100k_base,"['in', 'convert', 'ibility']",Correct,byte_level_bpe,True
12892,incoordination,in,cl100k_base,"['in', 'coord', 'ination']",Correct,byte_level_bpe,True
12902,incorporeality,in,cl100k_base,"['inc', 'orp', 'ore', 'ality']",Incorrect,byte_level_bpe,False
12912,incorrectness,in,cl100k_base,"['incorrect', 'ness']",Incorrect,byte_level_bpe,True
12922,incorruptibility,in,cl100k_base,"['inc', 'or', 'rupt', 'ibility']",Incorrect,byte_level_bpe,True
12932,incorruptness,in,cl100k_base,"['inc', 'or', 'rupt', 'ness']",Incorrect,byte_level_bpe,False
12942,discourtesy,dis,cl100k_base,"['disc', 'our', 'tesy']",Incorrect,byte_level_bpe,True
12952,uncreativeness,un,cl100k_base,"['un', 'creat', 'iveness']",Correct,byte_level_bpe,True
12962,incredibility,in,cl100k_base,"['in', 'cred', 'ibility']",Correct,byte_level_bpe,False
12972,decriminalisation,de,cl100k_base,"['de', 'criminal', 'isation']",Correct,byte_level_bpe,False
12982,decriminalization,de,cl100k_base,"['de', 'criminal', 'ization']",Correct,byte_level_bpe,False
12992,incurability,in,cl100k_base,"['in', 'cur', 'ability']",Correct,byte_level_bpe,True
13002,incurableness,in,cl100k_base,"['in', 'cur', 'ab', 'leness']",Correct,byte_level_bpe,False
13012,deactivation,de,cl100k_base,"['de', 'activation']",Correct,byte_level_bpe,True
13022,indecency,in,cl100k_base,"['in', 'dec', 'ency']",Correct,byte_level_bpe,False
13032,indecision,in,cl100k_base,"['in', 'decision']",Correct,byte_level_bpe,False
13042,indecisiveness,in,cl100k_base,"['in', 'dec', 'is', 'iveness']",Correct,byte_level_bpe,False
13052,indecorousness,in,cl100k_base,"['inde', 'cor', 'ous', 'ness']",Incorrect,byte_level_bpe,False
13062,indecorum,in,cl100k_base,"['inde', 'cor', 'um']",Incorrect,byte_level_bpe,True
13072,increment,in,cl100k_base,['increment'],Not segmented,byte_level_bpe,False
13082,non-dedicated_file_server,non,cl100k_base,"['non', '-d', 'ed', 'icated', '_file', '_server']",Correct,byte_level_bpe,True
13092,disinflation,dis,cl100k_base,"['dis', 'in', 'flation']",Correct,byte_level_bpe,False
13102,deflation,de,cl100k_base,"['def', 'lation']",Incorrect,byte_level_bpe,False
13112,undependability,un,cl100k_base,"['und', 'epend', 'ability']",Incorrect,byte_level_bpe,True
13122,undependableness,un,cl100k_base,"['und', 'epend', 'ab', 'leness']",Incorrect,byte_level_bpe,True
13132,undesirability,un,cl100k_base,"['und', 'es', 'ir', 'ability']",Incorrect,byte_level_bpe,True
13142,indestructibility,in,cl100k_base,"['inde', 'struct', 'ibility']",Incorrect,byte_level_bpe,False
13152,nondevelopment,non,cl100k_base,"['non', 'development']",Correct,byte_level_bpe,True
13162,indigestibility,in,cl100k_base,"['ind', 'igest', 'ibility']",Incorrect,byte_level_bpe,False
13172,indirectness,in,cl100k_base,"['ind', 'irect', 'ness']",Incorrect,byte_level_bpe,False
13182,disapproval,dis,cl100k_base,"['dis', 'approval']",Correct,byte_level_bpe,True
13192,indiscipline,in,cl100k_base,"['ind', 'isc', 'ipline']",Incorrect,byte_level_bpe,True
13202,disembarkation,dis,cl100k_base,"['dis', 'emb', 'ark', 'ation']",Correct,byte_level_bpe,False
13212,disequilibrium,dis,cl100k_base,"['d', 'ise', 'qu', 'ilibrium']",Incorrect,byte_level_bpe,True
13222,indistinctness,in,cl100k_base,"['ind', 'ist', 'inct', 'ness']",Incorrect,byte_level_bpe,False
13232,downtick,down,cl100k_base,"['d', 'ownt', 'ick']",Incorrect,byte_level_bpe,False
13242,nondriver,non,cl100k_base,"['n', 'ond', 'river']",Incorrect,byte_level_bpe,True
13252,unearned_run,un,cl100k_base,"['un', 'earned', '_run']",Correct,byte_level_bpe,False
13262,ineffectiveness,in,cl100k_base,"['ine', 'ffect', 'iveness']",Incorrect,byte_level_bpe,True
13272,inefficacy,in,cl100k_base,"['ine', 'ffic', 'acy']",Incorrect,byte_level_bpe,True
13282,inefficiency,in,cl100k_base,"['ine', 'ff', 'iciency']",Incorrect,byte_level_bpe,True
13292,effortlessness,less,cl100k_base,"['eff', 'ort', 'lessness']",Incorrect,byte_level_bpe,False
13302,inelasticity,in,cl100k_base,"['inel', 'astic', 'ity']",Incorrect,byte_level_bpe,False
13312,inelegance,in,cl100k_base,"['ine', 'leg', 'ance']",Incorrect,byte_level_bpe,False
13322,ineligibility,in,cl100k_base,"['inel', 'ig', 'ibility']",Incorrect,byte_level_bpe,True
13332,disembarrassment,dis,cl100k_base,"['dis', 'emb', 'arrass', 'ment']",Correct,byte_level_bpe,False
13342,immersion,im,cl100k_base,"['imm', 'ersion']",Incorrect,byte_level_bpe,False
13352,unemotional_person,un,cl100k_base,"['un', 'em', 'otional', '_person']",Correct,byte_level_bpe,False
13362,unemotionality,un,cl100k_base,"['un', 'emotion', 'ality']",Correct,byte_level_bpe,True
13372,unemployment,un,cl100k_base,"['un', 'employment']",Correct,byte_level_bpe,False
13382,discouragement,dis,cl100k_base,"['disc', 'our', 'agement']",Incorrect,byte_level_bpe,True
13392,disenfranchisement,dis,cl100k_base,"['dis', 'en', 'fr', 'anch', 'is', 'ement']",Correct,byte_level_bpe,True
13402,non-engagement,non,cl100k_base,"['non', '-eng', 'agement']",Correct,byte_level_bpe,True
13412,unenlightenment,un,cl100k_base,"['un', 'en', 'light', 'enment']",Correct,byte_level_bpe,True
13422,inequality,in,cl100k_base,"['ine', 'quality']",Incorrect,byte_level_bpe,True
13432,inequity,in,cl100k_base,"['ine', 'qu', 'ity']",Incorrect,byte_level_bpe,True
13442,nonequivalence,non,cl100k_base,"['none', 'qu', 'ivalence']",Incorrect,byte_level_bpe,True
13452,inessential,in,cl100k_base,"['iness', 'ential']",Incorrect,byte_level_bpe,True
13462,inessentiality,in,cl100k_base,"['iness', 'ential', 'ity']",Incorrect,byte_level_bpe,True
13472,dysgenics,dys,cl100k_base,"['d', 'ys', 'gen', 'ics']",Incorrect,byte_level_bpe,True
13482,dysphemism,dys,cl100k_base,"['d', 'ys', 'phem', 'ism']",Incorrect,byte_level_bpe,True
13492,dysphoria,dys,cl100k_base,"['d', 'ys', 'ph', 'oria']",Incorrect,byte_level_bpe,True
13502,unevenness,un,cl100k_base,"['une', 'ven', 'ness']",Incorrect,byte_level_bpe,False
13512,inexactness,in,cl100k_base,"['in', 'exact', 'ness']",Correct,byte_level_bpe,True
13522,unexchangeability,un,cl100k_base,"['un', 'exchange', 'ability']",Correct,byte_level_bpe,True
13532,nonexistence,non,cl100k_base,"['non', 'existence']",Correct,byte_level_bpe,True
13542,unexpectedness,un,cl100k_base,"['unexpected', 'ness']",Incorrect,byte_level_bpe,False
13552,inexpedience,in,cl100k_base,"['in', 'exp', 'ed', 'ience']",Correct,byte_level_bpe,True
