word,neg_score,pos_score,label,checked
undiversified,0.125,0.0,0,checked
unloving,0.0,0.0,0,checked
noxious,0.5,0.25,2,unchecked
seasonableness,0.0,0.0,2,unchecked
unfamiliar,0.625,0.0,2,checked
intolerable,0.625,0.0,0,checked
published,0.0,0.0,2,unchecked
unwrinkled,0.625,0.0,2,checked
indiscriminate,0.0,0.0,2,checked
disclaim,0.0,0.0,2,checked
unavailable,0.5,0.375,2,checked
demilitarise,0.0,0.0,2,checked
overhead,0.375,0.0,0,unchecked
unlabeled,0.25,0.0,2,checked
carelessness,0.75,0.125,0,checked
unambiguously,0.0,0.25,2,checked
tie,0.0,0.0,2,unchecked
uncompassionate,0.0,0.0,0,checked
unbreakableness,0.25,0.0,2,checked
joyfully,0.0,0.25,2,unchecked
intended,0.0,0.0,2,unchecked
permissibly,0.0,0.375,1,unchecked
vitalize,0.0,0.0,2,unchecked
inattention,0.375,0.0,0,checked
impatient,0.0,0.0,0,checked
impracticability,0.75,0.0,0,checked
uncongeniality,0.75,0.25,0,checked
unhurriedly,0.0,0.0,2,checked
unskillfulness,0.0,0.375,0,checked
decrease,0.0,0.0,2,checked
ordinariness,0.375,0.5,2,unchecked
sugarless,0.0,0.0,2,checked
unwelcome,0.75,0.0,0,checked
dissimilitude,0.5,0.0,2,checked
regulation_time,0.0,0.0,2,unchecked
insincerity,0.625,0.125,0,checked
undress,0.0,0.625,2,checked
energize,0.0,0.0,2,unchecked
tied,0.0,0.0,2,unchecked
inefficient,0.0,0.0,0,checked
uninjectable,0.5,0.125,2,checked
unfairness,0.75,0.125,0,checked
agreement,0.0,0.0,2,unchecked
certify,0.0,0.0,2,unchecked
unblemished,0.0,0.625,1,checked
untheatrical,0.75,0.0,2,checked
purposeful,0.0,0.0,2,unchecked
current,0.0,0.0,2,unchecked
asymmetrically,0.0,0.125,2,checked
unambiguous,0.0,0.375,2,checked
attractively,0.0,0.375,1,unchecked
uncrystallized,0.5,0.0,2,checked
inaccessibility,0.625,0.25,0,checked
unwomanly,0.0,0.0,2,checked
artesian,0.0,0.0,2,unchecked
unreality,0.375,0.375,2,checked
woven,0.0,0.0,2,unchecked
completeness,0.0,0.25,2,unchecked
imperfectly,0.5,0.0,0,checked
uncomplainingly,0.0,0.0,2,checked
supported,0.0,0.0,2,unchecked
controversially,0.0,0.125,2,unchecked
segregate,0.0,0.0,2,unchecked
taxable,0.0,0.0,2,unchecked
honestly,0.0,0.375,1,unchecked
claim,0.0,0.125,2,unchecked
chromatic_color,0.0,0.0,2,unchecked
unarmored,0.125,0.0,2,checked
breathless,0.0,0.0,2,checked
loading,0.0,0.0,2,unchecked
changeable,0.0,0.625,1,unchecked
palpability,0.375,0.125,2,unchecked
disadvantage,0.75,0.0,0,checked
climactic,0.375,0.0,0,unchecked
unpopular,0.125,0.125,0,checked
reflective,0.0,0.0,2,unchecked
fissionable,0.0,0.5,1,unchecked
deductible,0.0,0.0,2,unchecked
inadmissible,0.75,0.0,0,checked
inorganically,0.0,0.0,2,checked
free,0.0,0.375,1,unchecked
unhealthful,0.125,0.5,0,checked
unneurotic,0.375,0.0,2,checked
untraceable,0.625,0.0,0,checked
disunion,0.0,0.0,0,checked
off-line,0.0,0.0,2,checked
unrighteously,0.0,0.25,0,checked
unrhymed,0.5,0.0,2,checked
unendowed,0.625,0.0,0,checked
rational,0.0,0.375,1,unchecked
crannied,0.0,0.0,2,unchecked
disapprove,0.0,0.0,0,checked
practicality,0.0,0.25,2,unchecked
congruity,0.0,0.625,1,unchecked
uninitiate,0.5,0.0,2,checked
wieldy,0.0,0.0,2,unchecked
incapableness,0.25,0.0,0,checked
undemocratic,0.625,0.0,0,checked
humorless,0.0,0.0,0,checked
incorrectness,0.5,0.125,0,checked
unfitness,0.5,0.25,0,checked
weightless,0.0,0.0,2,checked
unconvincingly,0.0,0.25,0,checked
inoffensively,0.0,0.0,2,checked
immovableness,0.5,0.0,2,checked
christian,0.0,0.0,2,unchecked
hypertonus,0.0,0.0,2,unchecked
sentient,0.0,0.0,2,unchecked
finite,0.0,0.0,2,unchecked
unpin,0.0,0.0,2,checked
healthful,0.0,0.0,2,unchecked
incommensurate,0.0,0.0,2,checked
properness,0.0,0.625,1,unchecked
unselfconsciously,0.0,0.25,2,checked
settled,0.0,0.0,2,unchecked
inheritable,0.0,0.0,2,unchecked
similitude,0.25,0.125,2,unchecked
pin,0.0,0.0,2,unchecked
satisfactoriness,0.625,0.25,0,unchecked
unreceptive,0.125,0.0,0,checked
veil,0.0,0.0,2,unchecked
well-defined,0.0,0.5,1,unchecked
certainty,0.125,0.125,2,unchecked
forgiving,0.0,0.0,2,unchecked
depersonalise,0.0,0.0,2,checked
elastic,0.0,0.375,1,unchecked
curability,0.125,0.375,2,unchecked
scentless,0.0,0.0,2,checked
desensitise,0.0,0.0,2,checked
inexpediency,0.25,0.375,0,checked
partisan,0.0,0.0,2,unchecked
justifiably,0.0,0.375,1,unchecked
musically,0.0,0.0,2,unchecked
irreversible,0.5,0.0,0,checked
conclusive,0.0,0.0,2,unchecked
moderately,0.25,0.125,2,unchecked
unadaptable,0.125,0.0,0,checked
modesty,0.125,0.0,2,unchecked
instability,0.0,0.0,0,checked
inspan,0.0,0.0,2,unchecked
sincerely,0.125,0.0,2,unchecked
discontinue,0.0,0.0,0,checked
persuasion,0.0,0.0,2,unchecked
perceptibly,0.0,0.125,2,unchecked
unimportant,0.25,0.375,0,checked
classification,0.0,0.0,2,unchecked
non-dedicated_file_server,0.0,0.0,2,checked
unwariness,0.375,0.25,0,checked
unowned,0.0,0.0,2,checked
unconstipated,0.5,0.0,2,checked
uncontrolled,0.5,0.0,0,checked
unpropitiousness,0.625,0.0,0,checked
potted,0.0,0.0,2,unchecked
reasonably,0.25,0.125,2,unchecked
comparably,0.0,0.0,2,unchecked
outer,0.0,0.0,2,unchecked
invertebrate,0.25,0.0,2,checked
well-advised,0.0,0.5,1,unchecked
conditionally,0.5,0.0,0,unchecked
creative,0.0,0.0,2,unchecked
hierarchical,0.0,0.0,2,unchecked
unknown,0.25,0.0,2,checked
inactiveness,0.125,0.0,0,checked
unbalanced,0.125,0.0,0,checked
discalced,0.0,0.0,2,checked
harmfully,0.25,0.0,2,unchecked
incorrupt,0.0,0.0,1,checked
harmonic,0.0,0.0,2,unchecked
emotionality,0.0,0.625,1,unchecked
felicitous,0.0,0.5,1,unchecked
nonunion,0.0,0.0,2,checked
generous,0.0,0.0,2,unchecked
selfish,0.0,0.0,2,unchecked
loved,0.0,0.0,2,unchecked
faithfulness,0.25,0.625,1,unchecked
belted,0.0,0.0,2,unchecked
competently,0.0,0.375,1,unchecked
unappealing,0.0,0.0,0,checked
irreverent,0.0,0.0,0,checked
efflux,0.0,0.0,2,checked
unfocused,0.625,0.0,0,checked
employment,0.0,0.0,2,unchecked
unexciting,0.0,0.0,0,checked
beakless,0.0,0.0,2,checked
euphemism,0.25,0.0,2,unchecked
satisfactorily,0.0,0.5,1,unchecked
shared,0.0,0.0,2,unchecked
respect,0.0,0.0,2,unchecked
unmarried,0.75,0.0,2,checked
inharmonious,0.75,0.0,0,checked
uncrowded,0.25,0.0,2,checked
offense,0.375,0.375,2,unchecked
relatedness,0.0,0.25,2,unchecked
expedience,0.25,0.5,2,unchecked
morality,0.125,0.875,1,unchecked
unthoughtfulness,0.25,0.0,0,checked
disassortative_mating,0.0,0.0,2,checked
consciousness,0.0,0.125,2,unchecked
unimpressively,0.0,0.25,0,checked
corrigible,0.0,0.5,1,unchecked
excitingly,0.0,0.375,1,unchecked
legitimately,0.0,0.0,2,unchecked
preventable,0.0,0.625,1,unchecked
irrational,0.5,0.125,0,checked
destabilize,0.0,0.0,0,checked
afraid,0.0,0.0,2,unchecked
disinfect,0.0,0.0,2,checked
depress,0.0,0.0,0,checked
pretentiousness,0.375,0.125,2,unchecked
incompleteness,0.125,0.125,0,checked
anovulation,0.625,0.0,2,checked
luckily,0.0,0.5,1,unchecked
thermal,0.0,0.0,2,unchecked
inflationary_spiral,0.0,0.0,2,unchecked
movableness,0.0,0.5,1,unchecked
unsilenced,0.25,0.0,2,checked
hypotonus,0.0,0.0,2,checked
achromatic,0.375,0.25,2,checked
contraindicate,0.0,0.0,2,checked
distinctness,0.125,0.5,1,unchecked
vascular,0.0,0.0,2,unchecked
dematerialize,0.0,0.0,2,checked
mercifulness,0.5,0.125,0,unchecked
repentant,0.0,0.0,2,unchecked
immotility,0.25,0.125,2,checked
combined,0.0,0.0,2,unchecked
carry_to_term,0.0,0.0,2,unchecked
conjunct,0.0,0.0,2,unchecked
improvidence,0.25,0.25,0,checked
inaccurate,0.0,0.0,0,checked
resident,0.0,0.0,2,unchecked
decorum,0.0,0.625,1,unchecked
tactlessly,0.0,0.125,0,checked
indefinite,0.0,0.0,2,checked
imponderable,0.875,0.0,2,checked
ascending,0.0,0.0,2,unchecked
unpunctual,0.0,0.0,0,checked
wind,0.0,0.0,2,unchecked
uncastrated,0.25,0.0,2,checked
nonretractile,0.0,0.0,2,checked
unprotected,0.375,0.0,0,checked
overstatement,0.0,0.125,2,unchecked
incivility,0.125,0.25,0,checked
malicious,0.625,0.25,0,unchecked
distrust,0.0,0.375,0,checked
unmalted,0.0,0.5,2,checked
approachability,0.0,0.0,2,unchecked
harmful,0.0,0.0,2,unchecked
uncarpeted,0.125,0.0,2,checked
unseaworthy,0.375,0.0,0,checked
questionable,0.0,0.0,2,unchecked
calcify,0.0,0.0,2,unchecked
swept,0.0,0.0,2,unchecked
possibly,0.0,0.0,2,unchecked
compatibility,0.25,0.25,2,unchecked
inequality,0.625,0.0,0,checked
upstairs,0.0,0.0,2,unchecked
explicitness,0.0,0.375,1,unchecked
useful,0.0,0.0,2,unchecked
sized,0.0,0.0,2,unchecked
disloyalty,0.25,0.5,0,checked
unconcealed,0.375,0.125,2,checked
horned,0.0,0.0,2,unchecked
consideration,0.0,0.25,2,unchecked
returnable,0.375,0.0,0,unchecked
datable,0.0,0.125,2,unchecked
function,0.0,0.0,2,unchecked
rigged,0.0,0.0,2,unchecked
impressionable,0.0,0.5,1,unchecked
immaturely,0.0,0.125,0,checked
fernless,0.0,0.0,2,checked
fruitfully,0.0,0.125,2,unchecked
denationalization,0.0,0.0,2,checked
worth,0.0,0.0,2,unchecked
inconvertible,0.5,0.0,2,checked
nonfictional,0.125,0.0,2,checked
heedfulness,0.0,0.375,1,unchecked
uncharitable,0.375,0.25,0,checked
insolubility,0.625,0.0,2,checked
untrustworthy,0.75,0.0,0,checked
noncombustible,0.0,0.5,2,checked
unremarkably,0.0,0.0,2,checked
nontranslational,0.5,0.0,2,checked
cheerlessly,0.125,0.125,0,checked
unrelated,0.25,0.5,2,checked
ponderable,0.0,0.5,1,unchecked
visible,0.0,0.125,2,unchecked
assimilate,0.0,0.0,2,unchecked
propriety,0.0,0.625,1,unchecked
unify,0.0,0.0,2,unchecked
hesitantly,0.0,0.25,2,unchecked
unagitated,0.75,0.0,1,checked
inhibited,0.0,0.0,2,unchecked
unshelled,0.25,0.0,2,checked
astomatous,0.5,0.0,2,checked
sensitively,0.0,0.25,2,unchecked
expediency,0.25,0.5,2,unchecked
extricable,0.0,0.75,1,unchecked
uncritically,0.0,0.25,2,checked
logical,0.0,0.625,1,unchecked
bicameral,0.0,0.0,2,unchecked
approval,0.0,0.0,2,unchecked
sincerity,0.0,0.5,1,unchecked
unneighborliness,0.875,0.0,0,checked
unaccompanied,0.25,0.0,2,checked
ashamedly,0.25,0.0,2,unchecked
appreciate,0.0,0.0,2,unchecked
respectability,0.0,0.75,1,unchecked
unshrinkable,0.625,0.0,2,checked
unconfined,0.125,0.0,2,checked
citizen,0.0,0.0,2,unchecked
unproductive,0.625,0.0,0,checked
nonobservance,0.25,0.0,0,checked
payment,0.0,0.0,2,unchecked
playable,0.0,0.625,1,unchecked
comprehensively,0.0,0.125,2,unchecked
nontoxic,0.0,0.0,1,checked
normal,0.5,0.0,0,unchecked
interestingly,0.0,0.0,2,unchecked
displease,0.0,0.0,0,checked
inadvertently,0.375,0.0,2,checked
myelinated,0.0,0.0,2,unchecked
impartial,0.125,0.5,2,checked
impersonally,0.0,0.0,2,checked
immortal,0.0,0.0,2,checked
unmelodiously,0.0,0.25,0,checked
complimentary,0.0,0.0,2,unchecked
inaccessible,0.125,0.5,0,checked
unmindfully,0.0,0.125,0,checked
unenthusiastically,0.0,0.375,0,checked
unawakened,0.625,0.0,2,checked
insolvency,0.25,0.0,0,checked
unpropitious,0.625,0.0,0,checked
independent,0.0,0.125,2,checked
indistinctness,0.375,0.5,2,checked
unaware,0.0,0.0,2,checked
inaesthetic,0.5,0.5,0,checked
balanced,0.0,0.0,2,unchecked
unimpaired,0.5,0.25,1,checked
implicit,0.0,0.0,2,checked
leaded,0.0,0.0,2,unchecked
unpunished,0.25,0.0,2,checked
block,0.0,0.0,2,unchecked
impracticality,0.0,0.25,0,checked
deflation,0.0,0.0,0,checked
lidless,0.0,0.0,2,checked
gloved,0.0,0.0,2,unchecked
unguiculate,0.0,0.0,2,checked
make,0.0,0.0,2,unchecked
legged,0.0,0.0,2,unchecked
auspiciously,0.0,0.0,2,unchecked
asyndetic,0.25,0.0,2,checked
unserviceable,0.625,0.0,0,checked
derequisition,0.0,0.0,2,checked
propitious,0.0,0.5,1,unchecked
inconsistent,0.0,0.0,0,checked
promote,0.0,0.0,2,unchecked
fissile,0.0,0.0,2,unchecked
inanimate,0.0,0.0,2,checked
undock,0.0,0.0,2,checked
awakened,0.0,0.0,2,unchecked
disarrange,0.0,0.0,0,checked
stemless,0.0,0.0,2,checked
parented,0.0,0.0,2,unchecked
impracticableness,0.75,0.0,0,checked
disagree,0.0,0.0,0,checked
helpfully,0.0,0.5,1,unchecked
malignant,0.0,0.0,0,checked
unknowingly,0.375,0.0,2,checked
unfeathered,0.0,0.0,2,checked
clothed,0.0,0.0,2,unchecked
incognizance,0.0,0.5,2,checked
continue,0.0,0.0,2,unchecked
derestrict,0.0,0.0,2,checked
inefficacy,0.375,0.25,0,checked
encouragingly,0.0,0.375,1,unchecked
unpack,0.0,0.0,2,checked
unbroken,0.0,0.0,1,checked
carpeted,0.0,0.0,2,unchecked
unconsciously,0.0,0.0,2,checked
unfaithfulness,0.375,0.5,0,checked
likeness,0.25,0.125,2,unchecked
marked,0.0,0.0,2,unchecked
awnless,0.0,0.0,2,checked
shapely,0.0,0.0,2,unchecked
responsiveness,0.125,0.25,2,unchecked
uninvolved,0.125,0.125,0,checked
gratitude,0.5,0.25,2,unchecked
authorized,0.0,0.0,2,unchecked
hopelessly,0.0,0.375,0,checked
irrationally,0.0,0.125,0,checked
supernatural,0.75,0.0,2,checked
flexibly,0.0,0.0,2,unchecked
invigorating,0.0,0.0,2,unchecked
coordination,0.0,0.5,1,unchecked
clog,0.0,0.0,2,unchecked
unassertively,0.0,0.25,2,checked
de-energise,0.0,0.0,0,checked
unshaven,0.0,0.0,2,checked
tactful,0.0,0.0,2,unchecked
unbalance,0.0,0.0,0,checked
uninhibited,0.625,0.0,1,checked
organically,0.0,0.0,2,unchecked
insensitivity,0.625,0.125,0,checked
insensitively,0.0,0.25,0,checked
untruthfulness,0.375,0.375,0,checked
respectable,0.0,0.5,1,unchecked
hipped,0.0,0.0,2,unchecked
existence,0.0,0.0,2,unchecked
passable,0.0,0.0,2,unchecked
ineligibility,0.375,0.25,0,checked
salable,0.375,0.5,2,unchecked
unsent,0.0,0.0,2,checked
euphoric,0.0,0.0,2,unchecked
colourless,0.0,0.0,2,checked
undeservedly,0.0,0.25,0,checked
immutability,0.5,0.125,2,checked
caulked,0.0,0.0,2,unchecked
womanly,0.0,0.0,2,unchecked
synchronization,0.0,0.0,2,unchecked
catalyst,0.0,0.0,2,unchecked
infamy,0.0,0.0,0,checked
efficient,0.0,0.0,2,unchecked
tearful,0.0,0.0,2,unchecked
sanity,0.0,0.375,1,unchecked
unplayful,0.375,0.25,0,checked
legality,0.25,0.125,2,unchecked
unimportance,0.25,0.125,0,checked
discreetly,0.0,0.0,2,unchecked
utility,0.0,0.0,2,unchecked
unmanly,0.5,0.0,0,checked
consequentially,0.0,0.0,2,unchecked
labeled,0.0,0.0,2,unchecked
instructively,0.0,0.25,2,unchecked
experience,0.0,0.0,2,unchecked
guided,0.0,0.0,2,unchecked
interesting,0.0,0.0,2,unchecked
consistency,0.0,0.0,2,unchecked
ambiguous,0.125,0.25,2,unchecked
spatial,0.0,0.0,2,unchecked
indiscreet,0.0,0.0,0,checked
ipsilateral,0.0,0.0,2,unchecked
antiseptic,0.5,0.375,2,checked
ineffective,0.625,0.0,0,checked
nonintellectual,0.125,0.375,0,checked
anisotropic,0.0,0.0,2,checked
asynchronism,0.0,0.0,2,checked
disintegrative,0.0,0.0,2,checked
aligned,0.0,0.0,2,unchecked
dissimilate,0.0,0.0,2,checked
unexcited,0.125,0.125,0,checked
powerless,0.0,0.0,0,checked
crowded,0.0,0.0,2,unchecked
invertible,0.0,0.0,2,unchecked
illogically,0.0,0.125,0,checked
noticed,0.0,0.0,2,unchecked
unconnectedness,0.0,0.0,2,checked
involuntarily,0.0,0.0,2,checked
decorously,0.0,0.25,2,unchecked
considerate,0.0,0.0,2,unchecked
uncolored,0.0,0.0,2,checked
untie,0.0,0.0,2,checked
inner,0.0,0.0,2,checked
rifled,0.0,0.0,2,unchecked
oxidise,0.0,0.0,2,unchecked
colorlessness,0.0,0.0,2,checked
palatably,0.0,0.0,2,unchecked
excusably,0.0,0.0,2,unchecked
breastless,0.0,0.0,2,checked
unapologetic,0.25,0.0,2,checked
ebracteate,0.0,0.0,2,checked
comfortably,0.125,0.0,2,unchecked
pregnant,0.0,0.0,2,unchecked
reciprocal,0.0,0.0,2,unchecked
fictional,0.0,0.0,2,unchecked
bloody,0.0,0.0,2,unchecked
branchiate,0.0,0.0,2,unchecked
non-proliferation,0.0,0.0,2,checked
unpalatable,0.75,0.125,0,checked
convincing,0.0,0.0,2,unchecked
unfinished,0.625,0.0,0,checked
indispose,0.0,0.0,0,checked
outward,0.0,0.0,2,checked
being,0.0,0.0,2,unchecked
branded,0.0,0.0,2,unchecked
linear,0.0,0.0,2,unchecked
unfunded,0.0,0.0,0,checked
listed_security,0.0,0.0,2,unchecked
unloved,0.125,0.0,0,checked
ununderstood,0.0,0.0,0,checked
nonfissionable,0.5,0.0,2,checked
characteristic,0.0,0.0,2,unchecked
considerable,0.0,0.0,2,unchecked
unconditionally,0.5,0.0,2,checked
anticatalyst,0.0,0.0,2,checked
bony,0.0,0.0,2,unchecked
addictive,0.625,0.0,0,unchecked
courteously,0.0,0.125,2,unchecked
disinflation,0.0,0.0,2,checked
licitly,0.0,0.0,2,unchecked
decrescendo,0.0,0.0,2,checked
descending,0.0,0.0,2,checked
inappropriateness,0.75,0.0,0,checked
believe,0.0,0.0,2,unchecked
noncolumned,0.0,0.0,2,checked
burdened,0.0,0.0,2,unchecked
denazify,0.0,0.0,2,checked
loyalty,0.25,0.5,2,unchecked
provocative,0.0,0.0,2,unchecked
timbered,0.0,0.0,2,unchecked
webbed,0.0,0.0,2,unchecked
involuntary,0.75,0.0,2,checked
possibility,0.0,0.0,2,unchecked
incredibility,0.125,0.5,1,checked
chromatic,0.0,0.0,2,unchecked
outgo,0.0,0.0,2,checked
enclosed,0.0,0.0,2,unchecked
in-basket,0.0,0.0,2,unchecked
associative,0.625,0.0,0,unchecked
immoderately,0.0,0.125,0,checked
unstrap,0.0,0.0,2,checked
unsheathe,0.0,0.0,2,checked
unintelligibility,0.0,0.0,2,checked
evenly,0.0,0.0,2,unchecked
thoughtfulness,0.0,0.125,2,unchecked
modest,0.375,0.5,2,unchecked
nationalization,0.0,0.0,2,unchecked
correctness,0.0,0.75,1,unchecked
deflationary_spiral,0.0,0.0,2,checked
ingenuous,0.625,0.25,0,unchecked
unseasoned,0.625,0.0,2,checked
unbaptized,0.625,0.0,2,checked
nitrify,0.0,0.0,2,unchecked
incoherent,0.0,0.0,0,checked
improbable,0.625,0.0,0,checked
unquotable,0.5,0.0,0,checked
insincere,0.0,0.0,0,checked
inexpedient,0.0,0.0,0,checked
couple,0.125,0.0,2,unchecked
legible,0.0,0.0,2,unchecked
strain,0.0,0.0,2,unchecked
export,0.0,0.0,2,unchecked
unconvinced,0.625,0.125,0,checked
inflexibly,0.0,0.125,0,checked
righteousness,0.125,0.75,1,unchecked
competitive,0.0,0.0,2,unchecked
painfully,0.0,0.0,2,unchecked
malevolently,0.0,0.25,0,checked
disagreeably,0.25,0.0,0,checked
unscrupulous,0.625,0.0,0,checked
weave,0.0,0.0,2,unchecked
aesthetic,0.0,0.0,2,unchecked
demystify,0.0,0.0,2,checked
misfortune,0.5,0.0,0,checked
unromantically,0.0,0.25,2,checked
propitiousness,0.125,0.5,1,unchecked
attendance,0.0,0.0,2,unchecked
conductor,0.0,0.0,2,unchecked
listed,0.0,0.0,2,unchecked
glazed,0.0,0.0,2,unchecked
skilled,0.0,0.0,2,unchecked
disappearance,0.0,0.0,0,checked
monotonic,0.0,0.0,2,unchecked
uncombined,0.5,0.125,2,checked
developed,0.0,0.0,2,unchecked
atonal,0.375,0.0,2,checked
democratic,0.25,0.625,1,unchecked
linguistic,0.0,0.0,2,unchecked
undependably,0.0,0.25,0,checked
unpredictable,0.625,0.0,2,checked
unsystematic,0.125,0.0,0,checked
improved,0.0,0.0,2,unchecked
relevance,0.0,0.0,2,unchecked
unbend,0.0,0.0,2,checked
insurmountable,0.75,0.0,0,checked
admissibility,0.375,0.375,2,unchecked
regulate,0.0,0.0,2,unchecked
finitely,0.0,0.0,2,unchecked
unwieldy,0.0,0.0,0,checked
unfurrowed,0.5,0.0,2,checked
noninfectious,0.375,0.0,1,checked
continuance,0.0,0.0,2,unchecked
unavenged,0.5,0.0,0,checked
derived,0.0,0.0,2,unchecked
substantiality,0.25,0.375,2,unchecked
incurability,0.125,0.125,0,checked
contralateral,0.0,0.0,2,checked
mown,0.0,0.0,2,unchecked
unclip,0.0,0.0,2,checked
unicameral,0.0,0.0,2,checked
burden,0.875,0.0,0,unchecked
inconsistency,0.25,0.0,0,checked
node,0.0,0.0,2,unchecked
decriminalise,0.0,0.0,2,checked
perceptive,0.0,0.0,2,unchecked
associate,0.0,0.0,2,unchecked
undeclared,0.75,0.0,2,checked
artlessness,0.375,0.625,2,checked
unintentionally,0.125,0.25,2,checked
nonradioactive,0.25,0.0,2,checked
stimulating,0.0,0.0,2,unchecked
repeatable,0.0,0.0,2,unchecked
avascular,0.0,0.0,2,checked
unhappy,0.75,0.0,0,checked
opportunely,0.0,0.0,2,unchecked
unstaged,0.625,0.0,2,checked
indistinguishable,0.5,0.125,2,checked
geared,0.0,0.0,2,unchecked
unperceptive,0.25,0.125,0,checked
undeveloped,0.25,0.0,0,checked
discontinuation,0.0,0.0,2,checked
cautious,0.0,0.75,1,unchecked
restricted,0.0,0.0,2,unchecked
disjoin,0.0,0.0,2,checked
overestimate,0.0,0.5,1,unchecked
dishonor,0.0,0.0,0,checked
uncousinly,0.0,0.0,2,checked
intellectual,0.0,0.5,1,unchecked
reticulate,0.0,0.0,2,unchecked
seaworthy,0.0,0.0,2,unchecked
disingenuousness,0.625,0.25,0,checked
inhospitableness,0.5,0.125,0,checked
unclean,0.75,0.0,0,checked
desynchronise,0.0,0.0,2,checked
join,0.0,0.0,2,unchecked
decompress,0.0,0.0,2,checked
impervious,0.625,0.0,2,checked
inexpediently,0.0,0.25,0,checked
knot,0.0,0.0,2,unchecked
used,0.0,0.0,2,unchecked
materialize,0.0,0.0,2,unchecked
ineloquently,0.0,0.125,0,checked
nonporous,0.625,0.0,2,checked
nonmetamorphic,0.125,0.0,2,checked
syncategoreme,0.375,0.125,2,checked
decentralise,0.0,0.0,2,checked
disable,0.0,0.0,0,checked
exploratory,0.0,0.0,2,unchecked
unproductively,0.0,0.125,0,checked
sympathetic,0.0,0.0,2,unchecked
absorbent,0.0,0.0,2,unchecked
insignificance,0.25,0.375,0,checked
earned,0.0,0.0,2,unchecked
unshapely,0.0,0.0,0,checked
ineradicable,0.5,0.125,0,checked
happy,0.0,0.875,1,unchecked
invalidate,0.0,0.0,0,checked
pointedness,0.0,0.0,2,unchecked
unpeaceful,0.75,0.0,0,checked
debilitating,0.0,0.0,0,checked
noncomprehensively,0.0,0.0,2,checked
corrupt,0.0,0.0,2,unchecked
harness,0.0,0.0,2,unchecked
inflexibility,0.5,0.0,0,checked
soleless,0.0,0.0,2,checked
disassemble,0.0,0.0,2,checked
experienced,0.0,0.5,1,unchecked
unmined,0.25,0.0,2,checked
surprised,0.25,0.125,2,unchecked
unrighteous,0.625,0.375,0,checked
maleficence,0.5,0.0,0,checked
unreactive,0.0,0.0,2,checked
disincentive,0.125,0.0,0,checked
incorruptness,0.25,0.75,1,checked
reactive,0.0,0.0,2,unchecked
inconvenient,0.0,0.0,0,checked
effectively,0.0,0.375,1,unchecked
self-consciousness,0.375,0.25,2,unchecked
tastefully,0.0,0.125,2,unchecked
unselfishly,0.0,0.375,1,checked
availability,0.125,0.5,1,unchecked
selected,0.0,0.0,2,unchecked
hairiness,0.125,0.375,2,unchecked
undue,0.25,0.125,0,checked
superiority,0.0,0.75,1,unchecked
aplacental,0.0,0.0,2,checked
abactinal,0.0,0.0,2,checked
planted,0.0,0.0,2,unchecked
inconsiderately,0.0,0.25,0,checked
unmodifiable,0.625,0.0,2,checked
honest,0.0,0.0,2,unchecked
formality,0.125,0.375,2,unchecked
official,0.0,0.0,2,unchecked
twist,0.0,0.0,2,unchecked
uncomfortable,0.75,0.0,0,checked
unpublishable,0.75,0.25,0,checked
atypicality,0.0,0.0,2,checked
irrelevance,0.0,0.0,0,checked
fruitlessly,0.0,0.125,0,checked
holiness,0.125,0.375,2,unchecked
errancy,0.0,0.375,1,unchecked
privileged,0.0,0.0,2,unchecked
unalterable,0.75,0.0,2,checked
happily,0.25,0.5,2,unchecked
humorlessly,0.0,0.25,0,checked
nonattendance,0.0,0.0,0,checked
unlined,0.625,0.0,2,checked
ionized,0.0,0.0,2,unchecked
indestructibility,0.25,0.0,2,checked
frequent,0.0,0.0,2,unchecked
inelasticity,0.5,0.0,2,checked
beneficent,0.0,0.0,2,unchecked
nonreflective,0.625,0.0,2,checked
disinclination,0.625,0.25,0,checked
disservice,0.0,0.0,0,checked
musical,0.125,0.375,2,unchecked
incorrectly,0.0,0.25,0,checked
good-natured,0.0,0.75,1,unchecked
untidy,0.0,0.0,0,checked
handled,0.0,0.0,2,unchecked
transitivity,0.0,0.0,2,unchecked
legitimate,0.0,0.0,2,unchecked
uselessly,0.0,0.25,0,checked
deodourise,0.0,0.0,2,checked
inefficaciously,0.0,0.25,0,checked
armless,0.0,0.0,2,checked
capable,0.0,0.125,2,unchecked
impotence,0.375,0.125,0,checked
gracious,0.0,0.875,1,unchecked
convertibility,0.125,0.5,1,unchecked
overtime,0.0,0.0,2,checked
tuneful,0.0,0.0,2,unchecked
processed,0.0,0.0,2,unchecked
unwillingness,0.5,0.0,0,checked
believably,0.0,0.25,2,unchecked
modestly,0.0,0.125,2,unchecked
reconstructed,0.0,0.0,2,unchecked
activate,0.0,0.0,2,unchecked
artful,0.875,0.0,0,unchecked
unloading,0.0,0.0,2,checked
nondriver,0.0,0.0,2,checked
ungrammatically,0.0,0.25,0,checked
inconsiderable,0.0,0.125,0,checked
scientific,0.0,0.0,2,unchecked
uncork,0.0,0.0,2,checked
attributable,0.0,0.625,1,unchecked
maleficent,0.0,0.0,0,checked
disadvantageous,0.25,0.75,0,checked
placable,0.0,0.625,1,unchecked
bodied,0.0,0.0,2,unchecked
sure,0.0,0.0,2,unchecked
attachable,0.0,0.5,1,unchecked
unsheared,0.125,0.0,2,checked
periodic,0.0,0.0,2,unchecked
