,word,neg_score,pos_score,label,gpt4,thinh,yulia
1137,unoiled,0.125,0.0,2,2,2.0,
1138,nonsteroidal,0.375,0.0,0,2,2.0,
1139,unsatisfactoriness,0.0,0.75,1,0,0.0,
1140,decentralize,0.0,0.0,2,2,2.0,
1141,nonbeing,0.0,0.0,2,2,2.0,
1142,nonspeaking,0.0,0.0,2,2,2.0,
1143,unlisted_security,0.0,0.0,2,2,2.0,
1144,undemonstrative,0.75,0.0,0,2,2.0,
1145,uncontaminated,0.625,0.125,0,1,1.0,
1146,demagnetize,0.0,0.0,2,2,2.0,
1147,undemocratically,0.0,0.25,2,0,0.0,
1148,demythologize,0.0,0.0,2,2,2.0,
1149,unwrap,0.0,0.0,2,2,2.0,
1150,nonsyllabic,0.5,0.0,0,2,2.0,
1151,disorienting,0.0,0.0,2,0,0.0,
1152,unrepentant,0.75,0.0,0,0,0.0,
1153,unsexy,0.0,0.0,2,0,0.0,
1154,unwritten,0.25,0.375,2,2,2.0,
1155,useless,0.0,0.0,2,0,0.0,
1156,dishonorable,0.5,0.5,2,0,0.0,
1157,nonslippery,0.0,0.0,2,2,2.0,
1158,unappetizing,0.0,0.0,2,0,0.0,
1159,decentralized,0.0,0.0,2,2,2.0,
1160,decentralization,0.0,0.0,2,2,2.0,
1161,ungraciously,0.0,0.0,2,0,0.0,
1162,desecrate,0.0,0.0,2,0,0.0,
1163,uncivil,0.0,0.875,1,0,0.0,
1164,disenchanted,0.0,0.0,2,0,0.0,
1165,unfueled,0.625,0.0,0,2,2.0,
1166,downwardly,0.125,0.0,2,0,2.0,
1167,irresponsibility,0.375,0.0,0,0,0.0,
1168,heedless,0.0,0.0,2,0,0.0,
1169,moneyless,0.0,0.0,2,0,0.0,
1170,unstuff,0.0,0.0,2,2,2.0,
1171,tastelessness,0.0,0.0,2,0,0.0,
1172,unabridged,0.0,0.0,2,2,2.0,
1173,excommunicate,0.0,0.0,2,0,2.0,
1174,inaccuracy,0.75,0.125,0,0,0.0,
1175,indehiscent,0.0,0.0,2,2,2.0,
1176,unpalatably,0.0,0.0,2,0,0.0,
1177,invalid,0.75,0.0,0,0,0.0,
1178,unrentable,0.375,0.25,2,0,2.0,
1179,diverge,0.0,0.0,2,2,2.0,
1180,incompressible,0.625,0.0,0,2,2.0,
1181,nonrigid,0.0,0.125,2,2,2.0,
1182,nondevelopment,0.25,0.0,2,0,0.0,
1183,unenforced,0.5,0.0,0,2,2.0,
1184,immodest,0.0,0.0,2,0,0.0,
1185,uninteresting,0.0,0.0,2,0,0.0,
1186,inexplicitness,0.625,0.25,0,2,2.0,
1187,noncrucial,0.25,0.5,2,0,0.0,
1188,intractable,0.75,0.0,0,0,0.0,
1189,inadequate,0.0,0.0,2,0,0.0,
1190,declassify,0.0,0.0,2,2,2.0,
1191,unretentive,0.125,0.0,2,0,0.0,
1192,inflexible,0.25,0.125,2,0,0.0,
1193,deglycerolize,0.0,0.0,2,2,2.0,
1194,analphabetic,0.0,0.0,2,0,2.0,
1195,uncorrected,0.75,0.0,0,0,0.0,
1196,unconscientious,0.75,0.0,0,0,0.0,
1197,unreasonable,0.375,0.375,2,0,0.0,
1198,uncultivated,0.0,0.0,2,0,0.0,
1199,indispensable,0.0,0.0,2,1,1.0,
1200,dissuasive,0.0,0.0,2,0,0.0,
1201,antinode,0.0,0.0,2,2,2.0,
1202,inhospitable,0.125,0.125,2,0,0.0,
1203,unprovocative,0.25,0.375,2,2,2.0,
1204,outgoing,0.0,0.0,2,1,1.0,
1205,asymmetry,0.375,0.0,0,2,2.0,
1206,incongruousness,0.875,0.125,0,2,2.0,
1207,inclement,0.0,0.0,2,0,0.0,
1208,uncombed,0.0,0.0,2,2,2.0,
1209,unfold,0.0,0.0,2,2,2.0,
1210,unostentatious,0.125,0.0,2,2,2.0,
1211,unproductiveness,0.375,0.125,2,0,0.0,
1212,uninjured,0.5,0.375,2,1,1.0,
1213,unvaried,0.25,0.125,2,2,2.0,
1214,indecisiveness,0.0,0.0,2,0,0.0,
1215,underexpose,0.0,0.0,2,0,2.0,
1216,underestimate,0.5,0.0,0,0,0.0,
1217,illegitimately,0.0,0.25,2,0,0.0,
1218,nonjudgmental,0.125,0.0,2,1,1.0,
1219,unexcitable,0.125,0.375,2,0,0.0,
1220,unfurnished,0.0,0.0,2,2,2.0,
1221,immorality,0.75,0.25,0,0,0.0,
1222,de-ionate,0.0,0.0,2,2,2.0,
1223,incaution,0.125,0.375,2,0,0.0,
1224,unshuttered,0.75,0.0,0,2,2.0,
1225,uninhabited,0.5,0.0,0,2,2.0,
1226,unprophetic,0.0,0.0,2,2,2.0,
1227,unexpected,0.375,0.125,2,2,2.0,
1228,disunify,0.0,0.0,2,0,0.0,
1229,non-invertible,0.625,0.0,0,2,2.0,
1230,hypotonic,0.0,0.0,2,2,2.0,
1231,improper,0.0,0.0,2,0,0.0,
1232,unpaved,0.75,0.0,0,2,2.0,
1233,unsuitableness,0.25,0.5,2,0,0.0,
1234,inopportuneness,0.25,0.375,2,0,0.0,
1235,unsolved,0.125,0.125,2,2,2.0,
1236,unscheduled,0.625,0.0,0,2,2.0,
1237,unsympathetic,0.875,0.0,0,0,0.0,
1238,unbound,0.0,0.0,2,2,2.0,
1239,imprudent,0.0,0.0,2,0,0.0,
1240,irreversibility,0.25,0.375,2,2,2.0,
1241,subjacent,0.0,0.0,2,2,2.0,
1242,lossless,0.0,0.0,2,2,2.0,
1243,impure,0.0,0.0,2,0,0.0,
1244,indirectness,0.25,0.0,2,2,2.0,
1245,unpackaged,0.5,0.125,0,2,2.0,
1246,inconvenience,0.875,0.0,0,0,0.0,
1247,unassisted,0.25,0.0,2,2,2.0,
1248,unquiet,0.75,0.0,0,0,0.0,
1249,unencumbered,0.375,0.5,2,1,1.0,
1250,undimmed,0.75,0.0,0,2,2.0,
1251,discourtesy,1.0,0.0,0,0,0.0,
1252,ungeared,0.625,0.0,0,2,2.0,
1253,unerect,0.625,0.0,0,2,2.0,
1254,unopposed,0.75,0.0,0,2,2.0,
1255,unsoundness,0.25,0.0,2,0,0.0,
1256,nonprehensile,0.0,0.0,2,2,2.0,
1257,implausibility,0.5,0.375,2,2,2.0,
1258,deductive,0.0,0.0,2,2,2.0,
1259,disjunct,0.0,0.0,2,2,2.0,
1260,disapproval,0.375,0.125,2,0,0.0,
1261,uninterestingly,0.0,0.375,1,0,0.0,
1262,desegregate,0.0,0.0,2,2,2.0,
1263,unprepared,0.5,0.125,0,0,0.0,
1264,punctureless,0.0,0.0,2,1,2.0,
1265,disreputable,0.25,0.375,2,0,0.0,
1266,unsatisfactory,0.0,0.0,2,0,0.0,
1267,uncrossed,0.125,0.0,2,2,2.0,
1268,unenthusiastic,0.5,0.25,2,0,0.0,
1269,imperishable,0.375,0.0,0,1,1.0,
1270,irreligious,0.5,0.125,0,2,2.0,
1271,insentient,0.0,0.0,2,2,2.0,
1272,acarpelous,0.0,0.0,2,2,2.0,
1273,unweave,0.0,0.0,2,2,2.0,
1274,unmuzzle,0.0,0.0,2,2,2.0,
1275,hypotensive,0.5,0.0,0,2,2.0,
1276,maladroit,0.0,0.0,2,0,0.0,
1277,hypotonicity,0.0,0.0,2,2,2.0,
1278,uncertified,0.25,0.0,2,0,0.0,
1279,incomprehensible,0.5,0.125,0,0,0.0,
1280,effortless,0.0,0.0,2,1,1.0,
1281,asynchronous,0.0,0.0,2,2,2.0,
1282,unconsciousness,0.25,0.0,2,0,0.0,
1283,illiterate,0.5,0.0,0,0,0.0,
1284,unprejudiced,0.0,0.5,1,1,1.0,
1285,unenlightening,0.0,0.0,2,0,0.0,
1286,roofless,0.0,0.0,2,0,2.0,
1287,infelicitously,0.0,0.25,2,0,0.0,
1288,insignificantly,0.0,0.125,2,0,0.0,
1289,unreliability,0.625,0.25,0,0,0.0,
1290,avirulent,0.0,0.0,2,2,2.0,
1291,unportable,0.375,0.125,2,0,2.0,
1292,jawless,0.0,0.0,2,2,2.0,
1293,inalienable,0.375,0.125,2,2,2.0,
1294,disrespectfully,0.0,0.125,2,0,0.0,
1295,unpleasantly,0.25,0.0,2,0,0.0,
1296,untwist,0.0,0.0,2,2,2.0,
1297,uneducated,0.75,0.25,0,0,0.0,
1298,distributed,0.0,0.0,2,2,2.0,
1299,subartesian,0.125,0.0,2,2,2.0,
1300,unfashionably,0.0,0.25,2,0,0.0,
1301,unconstitutionally,0.0,0.25,2,2,2.0,
1302,irreverence,0.375,0.25,2,0,0.0,
1303,unseal,0.0,0.0,2,2,2.0,
1304,impenetrability,0.375,0.5,2,2,2.0,
1305,import,0.0,0.0,2,2,2.0,
1306,nonterritorial,0.125,0.0,2,2,2.0,
1307,unpropitiously,0.0,0.25,2,0,0.0,
1308,uninformative,0.25,0.0,2,0,0.0,
1309,demilitarize,0.0,0.0,2,2,2.0,
1310,insecurity,0.125,0.0,2,0,0.0,
1311,flowerless,0.0,0.0,2,2,2.0,
1312,indiscreetly,0.25,0.0,2,0,0.0,
1313,unbordered,0.0,0.0,2,2,2.0,
1314,unsportingly,0.0,0.125,2,0,0.0,
1315,noncyclic,0.25,0.125,2,2,2.0,
1316,impossibly,0.125,0.0,2,0,2.0,
1317,unconnected,0.625,0.0,0,2,2.0,
1318,undescriptive,0.75,0.125,0,0,0.0,
1319,immature,0.0,0.0,2,0,0.0,
1320,intestate,0.0,0.0,2,2,2.0,
1321,distrustfully,0.0,0.0,2,0,0.0,
1322,unmodified,0.75,0.0,0,2,2.0,
1323,unjust,0.375,0.375,2,0,0.0,
1324,unclear,0.125,0.375,2,0,0.0,
1325,unrigged,0.0,0.0,2,2,2.0,
1326,dislike,0.0,0.0,2,0,0.0,
1327,unmoving,0.0,0.0,2,2,2.0,
1328,nonarbitrable,0.625,0.0,0,2,2.0,
1329,unairworthy,0.5,0.25,2,0,0.0,
1330,insubordination,0.125,0.125,2,0,0.0,
1331,heedlessness,0.0,0.0,2,0,0.0,
1332,unlikelihood,0.0,0.125,2,2,2.0,
1333,unsized,0.625,0.0,0,2,2.0,
1334,unworldly,0.0,0.0,2,2,2.0,
1335,meatless,0.0,0.0,2,2,2.0,
1336,disequilibrium,0.0,0.0,2,0,0.0,
1337,nonadhesive,0.75,0.0,0,2,2.0,
1338,achromatic_color,0.125,0.0,2,2,2.0,
1339,nonrepresentative,0.625,0.0,0,0,0.0,
1340,unsavory,0.0,0.0,2,0,0.0,
1341,nonabsorbency,0.0,0.0,2,2,2.0,
1342,unplanned,0.375,0.125,2,2,2.0,
1343,unventilated,0.25,0.0,2,0,0.0,
1344,insecureness,0.125,0.0,2,0,0.0,
1345,disrespectful,0.0,0.0,2,0,0.0,
1346,unemotional,0.444,0.556,2,2,2.0,
1347,nonsuppurative,0.25,0.0,2,2,2.0,
1348,unknowable,0.25,0.125,2,2,2.0,
1349,discontent,0.0,0.125,2,0,0.0,
1350,unintelligibly,0.0,0.125,2,2,2.0,
1351,unrecoverable,0.5,0.0,0,0,0.0,
1352,unsound,0.0,0.0,2,0,0.0,
1353,incommutable,0.5,0.0,0,2,2.0,
1354,inopportunely,0.0,0.0,2,0,0.0,
1355,unresponsiveness,0.5,0.0,0,0,0.0,
1356,irresponsibleness,0.375,0.0,0,0,0.0,
1357,untruthfully,0.0,0.25,2,0,0.0,
1358,unstrain,0.0,0.0,2,1,1.0,
1359,illiteracy,0.5,0.125,0,0,0.0,
1360,painlessly,0.375,0.0,0,1,1.0,
1361,impermanence,0.25,0.0,2,2,2.0,
1362,imprudently,0.0,0.25,2,0,0.0,
1363,incapability,0.25,0.0,2,0,0.0,
1364,boneless,0.0,0.0,2,2,2.0,
1365,unimpressionable,0.75,0.0,0,0,0.0,
1366,unsuitably,0.125,0.125,2,0,0.0,
1367,disincarnate,0.0,0.0,2,2,2.0,
1368,incapacity,0.0,0.375,1,0,0.0,
1369,unpretentiousness,0.5,0.375,2,2,2.0,
1370,unlikely,0.625,0.0,0,0,0.0,
1371,decertify,0.0,0.0,2,0,0.0,
1372,unexcitingly,0.0,0.25,2,0,0.0,
1373,unwittingly,0.375,0.0,0,2,2.0,
1374,discomposed,0.0,0.0,2,0,0.0,
1375,unrestricted,0.625,0.0,0,2,2.0,
1376,unbolt,0.0,0.0,2,2,2.0,
1377,lipless,0.0,0.0,2,2,2.0,
1378,unwoven,0.0,0.0,2,2,2.0,
1379,unmusical,0.25,0.0,2,0,2.0,
1380,nonspatial,0.25,0.0,2,2,2.0,
1381,dissuasion,0.0,0.0,2,0,0.0,
1382,irreplaceable,0.75,0.0,0,1,1.0,
1383,unnecessary,0.25,0.25,2,0,0.0,
1384,fruitlessness,0.375,0.125,2,0,0.0,
1385,nonmechanical,0.25,0.0,2,2,2.0,
1386,pointless,0.0,0.0,2,0,0.0,
1387,insanely,0.25,0.5,2,2,2.0,
1388,unpatriotically,0.0,0.25,2,0,0.0,
1389,tramontane,0.0,0.0,2,2,2.0,
1390,immoderate,0.0,0.0,2,0,0.0,
1391,disarmament,0.0,0.0,2,2,2.0,
1392,unattractiveness,0.25,0.0,2,0,0.0,
1393,nonextensile,0.0,0.0,2,2,2.0,
1394,inexpensiveness,0.125,0.375,2,1,1.0,
1395,unsecured_bond,0.0,0.0,2,2,2.0,
1396,motionlessness,0.375,0.0,0,2,2.0,
1397,ungrammatical,0.75,0.0,0,0,0.0,
1398,unfathomable,0.625,0.0,0,2,2.0,
1399,branchless,0.0,0.0,2,2,2.0,
1400,immigrate,0.0,0.0,2,2,2.0,
1401,unmerited,0.625,0.125,0,0,0.0,
1402,disadvantageously,0.625,0.125,0,0,0.0,
1403,nonconformism,0.0,0.0,2,2,2.0,
1404,thoughtless,0.0,0.0,2,0,0.0,
1405,disembarkation,0.0,0.0,2,2,2.0,
1406,unsupervised,0.5,0.125,0,2,2.0,
1407,unpolished,0.5,0.0,0,0,0.0,
1408,unrepeatable,0.5,0.0,0,2,2.0,
1409,nonprofessional,0.625,0.0,0,0,0.0,
1410,unfasten,0.0,0.0,2,2,2.0,
1411,illicitly,0.0,0.25,2,0,0.0,
1412,unseasonably,0.5,0.0,0,2,2.0,
1413,unglazed,0.625,0.0,0,2,2.0,
1414,mismatched,0.0,0.0,2,0,0.0,
1415,infrequent,0.0,0.0,2,2,2.0,
1416,unceremoniousness,0.25,0.5,2,0,2.0,
1417,nonaddictive,0.5,0.25,2,1,1.0,
1418,destalinize,0.0,0.0,2,2,2.0,
1419,illicitness,0.75,0.0,0,0,0.0,
1420,de-iodinating,0.0,0.0,2,2,2.0,
1421,unpretentiously,0.0,0.375,1,2,1.0,
1422,unpretentious,0.375,0.25,2,1,1.0,
1423,non-market_economy,0.0,0.0,2,2,2.0,
1424,underact,0.0,0.0,2,2,2.0,
1425,thoughtlessly,0.0,0.25,2,0,0.0,
1426,nonassociative,0.125,0.0,2,2,2.0,
1427,dissent,0.0,0.0,2,0,0.0,
1428,unacceptability,0.75,0.125,0,0,0.0,
1429,uneager,0.0,0.0,2,0,0.0,
1430,wheelless,0.0,0.0,2,2,2.0,
1431,impreciseness,0.5,0.375,2,0,0.0,
1432,illegality,0.375,0.0,0,0,0.0,
1433,outlaw,0.25,0.0,2,0,0.0,
1434,unprecedented,0.0,0.0,2,2,2.0,
1435,nonreciprocal,0.125,0.0,2,2,2.0,
1436,unsensational,0.625,0.125,0,0,0.0,
1437,inexact,0.0,0.0,2,0,0.0,
1438,indecisively,0.125,0.0,2,2,2.0,
1439,insanity,0.375,0.25,2,0,0.0,
1440,aborad,0.0,0.0,2,2,2.0,
1441,denaturalize,0.0,0.0,2,0,2.0,
1442,unimaginatively,0.0,0.125,2,0,2.0,
1443,unmated,0.0,0.0,2,2,2.0,
1444,nonparticipation,0.0,0.0,2,2,2.0,
1445,undershoot,0.0,0.0,2,0,0.0,
1446,unacceptably,0.375,0.0,0,0,0.0,
1447,carelessly,0.375,0.0,0,0,0.0,
1448,indecorously,0.0,0.0,2,0,0.0,
1449,undramatic,0.5,0.125,0,2,2.0,
1450,unscalable,0.0,0.625,1,0,0.0,
1451,disfluency,0.0,0.0,2,2,2.0,
1452,nonfunctional,0.75,0.0,0,0,0.0,
1453,downgrade,0.0,0.0,2,0,0.0,
1454,unpowered,0.625,0.0,0,2,2.0,
1455,ill-advised,0.125,0.0,2,0,0.0,
1456,aboral,0.0,0.0,2,2,2.0,
1457,hypotonia,0.0,0.0,2,2,2.0,
1458,undesirable,0.5,0.125,0,0,0.0,
1459,uncommonness,0.0,0.375,1,2,2.0,
1460,unlucky,0.75,0.125,0,0,0.0,
1461,unoriginal,0.75,0.0,0,0,0.0,
1462,nontraditional,0.875,0.0,0,2,2.0,
1463,unclasp,0.0,0.0,2,2,2.0,
1464,illegibly,0.0,0.25,2,0,0.0,
1465,ineffectively,0.0,0.25,2,0,0.0,
1466,inarticulately,0.0,0.125,2,2,2.0,
1467,irremediable,0.625,0.0,0,0,0.0,
1468,de-escalate,0.0,0.0,2,1,1.0,
1469,nonsingular_matrix,0.0,0.0,2,2,2.0,
1470,informal,0.25,0.0,2,2,2.0,
1471,unwebbed,0.125,0.0,2,2,2.0,
1472,unexpendable,0.75,0.25,0,1,1.0,
1473,atonality,0.25,0.0,2,2,2.0,
1474,unlisted,0.75,0.0,0,2,2.0,
1475,decolonize,0.0,0.0,2,2,2.0,
1476,dissatisfy,0.0,0.0,2,0,0.0,
1477,incompatibly,0.0,0.0,2,0,0.0,
1478,unsociably,0.0,0.25,2,0,0.0,
1479,uncleanliness,0.5,0.125,0,0,0.0,
1480,unstratified,0.75,0.0,0,2,2.0,
1481,paranormal,0.0,0.0,2,2,2.0,
1482,unconditional,0.125,0.0,2,2,2.0,
1483,unstressed,0.75,0.0,0,2,1.0,
1484,unholy,0.0,0.0,2,0,0.0,
1485,unironed,0.25,0.0,2,2,2.0,
1486,uncreative,0.5,0.0,0,0,0.0,
1487,disassociation,0.0,0.0,2,2,2.0,
1488,unfavorable,0.75,0.0,0,0,0.0,
1489,unluckily,0.875,0.0,0,0,0.0,
1490,insubstantiality,0.0,0.0,2,2,2.0,
1491,inefficiency,0.5,0.0,0,0,0.0,
1492,unstaple,0.0,0.0,2,2,2.0,
1493,dystopian,0.375,0.125,2,0,0.0,
1494,anticholinergic,0.0,0.0,2,2,2.0,
1495,discomposure,0.75,0.0,0,0,0.0,
1496,unscholarly,0.0,0.0,2,0,0.0,
1497,unobtrusive,0.625,0.0,0,2,2.0,
1498,unbelief,0.0,0.0,2,0,0.0,
1499,unidentifiable,0.5,0.0,0,2,2.0,
1500,illogicality,0.75,0.25,0,0,0.0,
1501,informally,0.0,0.0,2,2,2.0,
1502,unfashionable,0.75,0.0,0,0,0.0,
1503,unlaureled,0.625,0.0,0,2,2.0,
1504,unmotivated,0.0,0.0,2,0,0.0,
1505,unclassified,0.75,0.0,0,2,2.0,
1506,illegible,0.0,0.0,2,0,0.0,
1507,unanimated,0.5,0.375,2,0,0.0,
1508,nonintegrated,0.0,0.0,2,2,2.0,
1509,dysgenics,0.25,0.0,2,0,0.0,
1510,hypertensive,0.5,0.0,0,0,0.0,
1511,unassigned,0.25,0.0,2,2,2.0,
1512,unfilled,0.125,0.0,2,0,2.0,
1513,undatable,0.75,0.0,0,0,0.0,
1514,incautious,0.25,0.25,2,0,0.0,
1515,exclude,0.0,0.0,2,0,2.0,
1516,unsalable,0.5,0.0,0,0,0.0,
1517,misconception,0.625,0.25,0,0,0.0,
1518,depressurise,0.0,0.0,2,2,2.0,
1519,unattractive,0.25,0.5,2,0,0.0,
1520,inexactly,0.0,0.125,2,2,2.0,
1521,mistrust,0.0,0.375,1,0,0.0,
1522,uncensored,0.5,0.0,0,2,2.0,
1523,improbability,0.375,0.5,2,2,2.0,
1524,passionless,0.0,0.0,2,0,0.0,
1525,nonmigratory,0.0,0.0,2,2,2.0,
1526,immediacy,0.0,0.0,2,2,2.0,
1527,nonnative,0.625,0.0,0,2,2.0,
1528,uncarved,0.125,0.0,2,2,2.0,
1529,disinclined,0.0,0.0,2,0,0.0,
1530,unsuccessful,0.5,0.0,0,0,0.0,
1531,unfastidious,0.625,0.0,0,0,0.0,
1532,unoriented,0.625,0.0,0,2,2.0,
1533,impractical,0.625,0.0,0,0,0.0,
1534,offside,0.0,0.0,2,2,2.0,
1535,inessential,0.75,0.0,0,0,0.0,
1536,nonsurgical,0.125,0.0,2,2,2.0,
1537,injudiciousness,0.0,0.875,1,0,0.0,
1538,unemotionality,0.5,0.25,2,2,2.0,
1539,underbid,0.0,0.0,2,2,2.0,
1540,unintrusive,0.625,0.0,0,2,2.0,
1541,demote,0.0,0.0,2,0,0.0,
1542,tearless,0.0,0.0,2,2,2.0,
1543,incomplete,0.0,0.0,2,0,0.0,
1544,nonlinguistic,0.75,0.0,0,2,2.0,
1545,intolerantly,0.0,0.5,1,0,0.0,
1546,nonruminant,0.0,0.0,2,2,2.0,
1547,unchartered,0.125,0.0,2,2,2.0,
1548,unperplexed,0.75,0.0,0,2,1.0,
1549,powerlessness,0.375,0.125,2,0,0.0,
1550,unwary,0.625,0.125,0,0,0.0,
1551,unhappiness,0.75,0.0,0,0,0.0,
1552,dehumidify,0.0,0.0,2,2,2.0,
1553,disarranged,0.0,0.0,2,0,0.0,
1554,undiscerning,0.0,0.0,2,0,0.0,
1555,uncover,0.0,0.0,2,2,2.0,
1556,unaffected,0.125,0.125,2,2,2.0,
1557,unvariedness,0.5,0.125,0,2,2.0,
1558,unmown,0.5,0.0,0,2,2.0,
1559,unmarked,0.625,0.0,0,2,2.0,
1560,inelastic,0.125,0.0,2,2,2.0,
1561,discourage,0.0,0.0,2,0,0.0,
1562,unsteadily,0.125,0.0,2,0,0.0,
1563,noncompetitively,0.0,0.25,2,2,2.0,
1564,unedifying,0.0,0.0,2,0,0.0,
1565,innocuous,0.75,0.0,0,2,2.0,
1566,disorient,0.0,0.0,2,0,0.0,
1567,dissatisfaction,0.5,0.125,0,0,0.0,
1568,undocumented,0.0,0.0,2,2,2.0,
1569,incredibly,0.5,0.0,0,2,1.0,
1570,unbanded,0.75,0.0,0,2,2.0,
1571,nonsignificant,0.0,0.0,2,2,2.0,
1572,outpatient,0.5,0.0,0,2,2.0,
1573,discontinuance,0.0,0.0,2,0,0.0,
1574,unfamiliarity,0.375,0.0,0,2,2.0,
1575,invisible,0.625,0.25,0,2,2.0,
1576,unprofitably,0.5,0.0,0,0,0.0,
1577,ill-natured,0.875,0.0,0,0,0.0,
1578,deconcentrate,0.0,0.0,2,2,2.0,
1579,counterrevolutionary,0.0,0.0,2,2,2.0,
1580,unintended,0.5,0.0,0,2,2.0,
1581,grassless,0.0,0.0,2,2,2.0,
1582,destructiveness,0.625,0.0,0,0,0.0,
1583,undependability,0.625,0.25,0,0,0.0,
1584,styleless,0.0,0.0,2,0,0.0,
1585,untimbered,0.25,0.125,2,2,2.0,
1586,unharness,0.0,0.0,2,2,2.0,
1587,unauthorized,0.875,0.0,0,0,0.0,
1588,unwitting,0.0,0.0,2,2,2.0,
1589,de-iodinate,0.0,0.0,2,2,2.0,
1590,internally,0.0,0.0,2,2,2.0,
1591,deactivation,0.0,0.0,2,2,2.0,
1592,toothless,0.0,0.0,2,0,0.0,
1593,nonoperational,0.5,0.0,0,0,0.0,
1594,apetalous,0.0,0.0,2,2,2.0,
1595,discouragement,0.375,0.125,2,0,0.0,
1596,unlawfulness,0.5,0.0,0,0,0.0,
1597,underived,0.25,0.375,2,2,2.0,
1598,indispensableness,0.375,0.375,2,1,1.0,
1599,unselfconsciousness,0.25,0.5,2,2,2.0,
1600,unsocial,0.625,0.0,0,0,0.0,
1601,nonviolent,0.0,0.0,2,1,1.0,
1602,impartiality,0.0,0.0,2,2,2.0,
1603,atonicity,0.5,0.0,0,2,2.0,
1604,unoffending,0.0,0.0,2,1,1.0,
1605,incongruity,0.875,0.125,0,2,2.0,
1606,unacquisitive,0.5,0.0,0,2,2.0,
1607,hopelessness,0.5,0.375,2,0,0.0,
1608,deodorize,0.0,0.0,2,2,2.0,
1609,unsheathed,0.75,0.0,0,2,2.0,
1610,unwilling,0.75,0.0,0,0,0.0,
1611,unrhythmical,0.75,0.0,0,2,2.0,
1612,unwholesomeness,0.75,0.125,0,0,0.0,
1613,careless,0.0,0.0,2,0,0.0,
1614,uncrowned,0.5,0.0,0,2,2.0,
1615,unfairly,0.0,0.25,2,0,0.0,
1616,incorrigible,0.5,0.0,0,0,0.0,
1617,malign,0.0,0.0,2,0,0.0,
1618,headless,0.0,0.0,2,0,2.0,
1619,nonfat,0.0,0.0,2,2,2.0,
1620,nonsectarian,0.625,0.0,0,2,2.0,
1621,untrustiness,0.75,0.0,0,0,0.0,
1622,unaccommodating,0.0,0.0,2,0,0.0,
1623,noncommercial,0.75,0.0,0,2,2.0,
1624,tuneless,0.0,0.0,2,0,0.0,
1625,unholiness,0.375,0.375,2,0,0.0,
1626,undesirability,0.125,0.5,1,0,0.0,
1627,impermeability,0.25,0.0,2,2,2.0,
1628,lawlessly,0.0,0.25,2,0,0.0,
1629,misconstruction,0.375,0.0,0,0,0.0,
1630,infallible,0.5,0.125,0,1,1.0,
1631,antimagnetic,0.375,0.0,0,2,2.0,
1632,impolitely,0.0,0.25,2,0,0.0,
1633,unseamanlike,0.0,0.0,2,0,2.0,
1634,uneasy,0.5,0.0,0,0,0.0,
1635,sleeveless,0.0,0.0,2,2,2.0,
1636,unstatesmanlike,0.0,0.0,2,0,2.0,
1637,antitype,0.0,0.0,2,2,2.0,
1638,unsociable,0.75,0.0,0,0,0.0,
1639,unregulated,0.625,0.0,0,2,0.0,
1640,unborn,0.125,0.0,2,2,2.0,
1641,impolite,0.0,0.0,2,0,0.0,
1642,inconsideration,0.5,0.375,2,0,0.0,
1643,incoherence,0.125,0.125,2,0,0.0,
1644,irresolute,0.0,0.0,2,0,0.0,
1645,incommodious,0.0,0.0,2,0,0.0,
1646,unsold,0.75,0.0,0,0,0.0,
1647,illegibility,0.0,0.0,2,0,0.0,
1648,undynamic,0.625,0.0,0,0,0.0,
1649,untwine,0.0,0.0,2,2,2.0,
1650,unimodal,0.0,0.0,2,2,2.0,
1651,nonrepetitive,0.125,0.0,2,2,2.0,
1652,unreliableness,0.625,0.25,0,0,0.0,
1653,untrained,0.5,0.125,0,0,0.0,
1654,unmalicious,0.778,0.222,0,2,1.0,
1655,unpatronized,0.0,0.0,2,2,2.0,
1656,understock,0.0,0.0,2,2,2.0,
1657,insubstantial,0.125,0.0,2,0,0.0,
1658,unaggressive,0.625,0.0,0,2,2.0,
1659,indeterminate,0.0,0.0,2,2,2.0,
1660,unpalatability,0.125,0.0,2,0,0.0,
1661,disenfranchised,0.0,0.0,2,0,0.0,
1662,discourteous,0.25,0.625,1,0,0.0,
1663,nonvolatile,0.0,0.0,2,2,2.0,
1664,unconventional,0.75,0.0,0,2,2.0,
1665,nonresidential,0.125,0.0,2,2,2.0,
1666,earless,0.0,0.0,2,2,2.0,
1667,unreverberant,0.375,0.125,2,2,2.0,
1668,unlawfully,0.0,0.25,2,0,0.0,
1669,unbelted,0.25,0.125,2,2,2.0,
1670,noncomprehensive,0.125,0.0,2,0,0.0,
1671,irrelevant,0.0,0.0,2,0,0.0,
1672,unweaned,0.25,0.0,2,2,2.0,
1673,unattributable,0.25,0.125,2,2,2.0,
1674,unfreeze,0.0,0.0,2,2,2.0,
1675,unrighteousness,0.0,0.625,1,0,0.0,
1676,inconsistently,0.0,0.0,2,0,0.0,
1677,uncross,0.0,0.0,2,2,2.0,
1678,uncomfortably,0.375,0.0,0,0,0.0,
1679,disobedient,0.0,0.0,2,0,0.0,
1680,nonexistent,0.0,0.0,2,2,2.0,
1681,unrifled,0.5,0.0,0,2,2.0,
1682,inconstant,0.0,0.0,2,0,2.0,
1683,disallow,0.0,0.0,2,0,0.0,
